UNESCO ID,Site Name,Country,Stone Mentioned,Category,Mention Context
984,Blaenavon Industrial Landscape,United Kingdom of Great Britain and Northern Ireland,Limestone,General Rock,"Blaenavon Industrial Landscape  The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furnaces, workers' homes, and the social infrastructure of their community. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The landscape of Blaenavon, at the upper end of the Avon Llwyd valley in South Wales, provides exceptional testimony to the area’s international importance in iron making and coal mining in the late 18th and the early 19th century. The major preserved sites of Blaenavon Ironworks and Big Pit, together with the outstanding relict landscape of mineral exploitation, manufacturing, transport, and settlement which surrounds them, provide an extraordinarily comprehensive picture of all the crucial elements of the industrialisation process: coal and ore mines, quarries, a primitive railway system and canal, furnaces, workers’ homes, and the social infrastructure of the early industrial community. The area reflects the pre-eminence of South Wales in the production of iron, steel and coal in the 19th century. The Big Pit was the last deep coal mine to work in the Blaenavon area, and the surface buildings, including the winding gear, remain almost exactly as they were when coal production ceased in 1980. The landscape includes coal, iron ore, fireclay and limestone workings and transport systems including a primitive iron-railed railway, leading to the canal and later steam railway tracks which were used for the import and export of materials. Overall the town reflects powerfully the distinctive culture that had developed in ironworking and coal-mining areas of the South Wales Valleys and provides a complete picture of patronage and the social structure of the community. Taking all these elements together, the property provides one of the prime areas in the world where the full social, economic and technological process of industrialisation through iron and coal production can be studied and understood. Integrity  The boundary of the World Heritage property encompasses the major monuments, the mining settlement as well as the surrounding valley landscape with its extensive remains of coal and ore mining, quarrying, primitive iron railways, and canals and thus includes all the key attributes of this early industrial period during the formative years of the Industrial Revolution. These substantial and interrelated remains provide opportunities to comprehend the complex process of industrialisation through iron and coal production and the development of industrial society during the early formative years of the Industrial Revolution."
1006,Neolithic Flint Mines at Spiennes (Mons),Belgium,Chalk,General Rock,"Neolithic Flint Mines at Spiennes (Mons). Neolithic Flint Mines at Spiennes (Mons)  The Neolithic flint mines at Spiennes, covering more than 100 ha, are the largest and earliest concentration of ancient mines in Europe. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Neolithic Flint Mines of Spiennes occupy two chalk plateaux located to the south-east of the city of Mons. The site appears on the surface as a large area of meadows and fields strewn with millions of scraps of worked flint. The Neolithic Flint Mines of Spiennes are the largest and earliest concentration of ancient mines of north-west Europe.  The mines were in operation for many centuries and the remains vividly illustrate the development and adaptation of mining techniques employed by prehistoric populations in order to exploit large deposits of a material that was essential for the production of tools and cultural evolution generally. In the Neolithic period, (from the last third of the 5th millennium until the first half of the 3rd millennium), the site was the centre of intensive flint mining present underground. Neolithic populations could thus pass below levels made up of large blocks of flint (up to 2m in length) that they extracted using a particular technique called ‘striking’ (freeing from below with support of a central chalk wall, shoring up of the block, removal of the wall, removal of the props and lowering of the block). Stone-working workshops were associated with these mining shafts as is witnessed by numerous fragments of flint still present on the surface and which give its name to a part of the site, Camp à Cayaux (Stone Field). The standardisation of the production bears witness to the highly skilled craftsmanship of the stone-cutters of the flint of Spiennes. Criterion (i):  The Neolithic Flint Mines at Spiennes provide exceptional testimony to early human inventiveness and application. Criterion (iii):  The arrival of the Neolithic cultures marked a major milestone in human cultural and technological development, which is vividly illustrated by the vast complex of ancient flint mines at Spiennes. Criterion (iv):  The flint mines at Spiennes are outstanding examples of the Neolithic mining of flint, which marked a seminal stage of human technological and cultural progress. Ancient maps show it as agricultural land, lying fallow in the areas where an abundance of flint made it unsuitable for crops. In the 19th century flint was once again exploited, mainly on the surface for the manufacture of gun flints. Authenticity  The Neolithic Flint Mines of Spiennes are fully authentic."
1006,Neolithic Flint Mines at Spiennes (Mons),Belgium,Flint,General Rock,"Neolithic Flint Mines at Spiennes (Mons). Neolithic Flint Mines at Spiennes (Mons)  The Neolithic flint mines at Spiennes, covering more than 100 ha, are the largest and earliest concentration of ancient mines in Europe. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Neolithic Flint Mines of Spiennes occupy two chalk plateaux located to the south-east of the city of Mons. The site appears on the surface as a large area of meadows and fields strewn with millions of scraps of worked flint. The Neolithic Flint Mines of Spiennes are the largest and earliest concentration of ancient mines of north-west Europe.  The mines were in operation for many centuries and the remains vividly illustrate the development and adaptation of mining techniques employed by prehistoric populations in order to exploit large deposits of a material that was essential for the production of tools and cultural evolution generally. In the Neolithic period, (from the last third of the 5th millennium until the first half of the 3rd millennium), the site was the centre of intensive flint mining present underground. Neolithic populations could thus pass below levels made up of large blocks of flint (up to 2m in length) that they extracted using a particular technique called ‘striking’ (freeing from below with support of a central chalk wall, shoring up of the block, removal of the wall, removal of the props and lowering of the block). Stone-working workshops were associated with these mining shafts as is witnessed by numerous fragments of flint still present on the surface and which give its name to a part of the site, Camp à Cayaux (Stone Field). The standardisation of the production bears witness to the highly skilled craftsmanship of the stone-cutters of the flint of Spiennes. Criterion (i):  The Neolithic Flint Mines at Spiennes provide exceptional testimony to early human inventiveness and application. Criterion (iii):  The arrival of the Neolithic cultures marked a major milestone in human cultural and technological development, which is vividly illustrated by the vast complex of ancient flint mines at Spiennes. Criterion (iv):  The flint mines at Spiennes are outstanding examples of the Neolithic mining of flint, which marked a seminal stage of human technological and cultural progress. Ancient maps show it as agricultural land, lying fallow in the areas where an abundance of flint made it unsuitable for crops. In the 19th century flint was once again exploited, mainly on the surface for the manufacture of gun flints. Authenticity  The Neolithic Flint Mines of Spiennes are fully authentic."
1217,Vizcaya Bridge,Spain,Jet,General Rock,"Having made an exhaustive analysis of the Bridge structure, it was found that the jet-black colour absorbed excessive radiation, which generated structural fatigue in the steel of the towers and crossbeam."
243,Ellora Caves,India,Basalt,General Rock,"Ellora Caves  These 34 monasteries and temples, extending over more than 2 km, were dug side by side in the wall of a high basalt cliff, not far from Aurangabad, in Maharashtra."
1379,Margravial Opera House Bayreuth,Germany,Sandstone,General Rock,The sandstone façade designed by court architect Joseph Saint Pierre provides a focal point within the urban public space that was particularly planned for the building.
451,Old Town of Galle and its Fortifications,Sri Lanka,Granite,General Rock,"In the structure of the ramparts, coral is frequently used along with granite."
518,Poblet Monastery,Spain,Alabaster,General Rock,"The abbey contains masterpieces from every period such as the great alabaster altarpiece by Damià Forment (1529). Furthermore, the church preserves the group of royal tombs, and, amongst other remarkable artefacts, the Renaissance alabaster retable of the high altar, and the work of Damià Forment."
88,Nubian Monuments from Abu Simbel to Philae,Egypt,Granite,General Rock,"To these must be added the astonishing granite quarries of Aswan, exploited by the pharaohs from early antiquity, with unfinished monuments, colossi and obelisks. First to be addressed was the granite quarries of the Cataract area with its unfinished obelisk, then the management of Elephantine Island with the assistance of the Swiss Institute, both with Management Plans now complete and in effect."
139,Taxila,Pakistan,Limestone,General Rock,"Exposure of the archaeological remains to the extremes of a tropical climate, uncontrolled growth of vegetation, and earthquakes represents a risk to the overall integrity of the property, as do expansions of the industrial estates located within the Taxila valley (despite their location outside the buffer zone), limestone blasting and quarrying activities in the valley, and illegal excavations by looters in the Buddhist monastery sites."
829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,Lapilli,General Rock,Pompeii was buried largely by a thick layer of volcanic ash and lapilli and Herculaneum disappeared under pyroclastic surges and flows.
829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,Volcanic Ash,General Rock,Pompeii was buried largely by a thick layer of volcanic ash and lapilli and Herculaneum disappeared under pyroclastic surges and flows.
385,Old City of Sana'a,Yemen,Gypsum,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Situated in a mountain valley at an altitude of 2,200 m, the Old City of Sana'a is defined by an extraordinary density of rammed earth and burnt brick towers rising several stories above stone-built ground floors, strikingly decorated with geometric patterns of fired bricks and white gypsum."
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,Sandstone,General Rock,"The drystone walls are most often carefully constructed of sandstone rough blocks, bonded together with pebbles removed from the ground."
334,Sanctuary of Bom Jesus do Congonhas,Brazil,Soapstone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Standing high  on a platform reached by a slightly  curved, divided staircase carrying on its parapets statues of the twelve prophets in soapstone (  pedra sabão  ), the Sanctuary of Bom Jesus de Congonhas  is approached via a ramped forecourt between six chapels marking Stations of the Cross (  the  Passos  )  . The soapstone statues together with the polychrome wooden sculptures depicting scenes of Christ’s Passion housed in the chapels stand as a crowning achievement of the creative genius of Francisco Antônio Lisboa, Aleijadinho, who bequeathed to humanity a truly impressive body of work. Authenticity  The architectural and sculptural complex of the Sanctuary of Bom Jesus do Matozinhos in Congonhas has maintained its intrinsic values thanks to the effective conservation of its constituent elements including: the church of Bom Jesus, completed in 1772; the staircase, decorated with soapstone sculptures of the prophets; and the chapels marking the stations of the Cross with expressive sculptural groups representing the Passion of Christ.  Despite the changes brought on by Congonhas’ urban growth, the Sanctuary remains intact and continues to stand  as a focus for pilgrimage  throughout the region."
183,Archaeological Site of Leptis Magna,Libya,Marble,General Rock,Aegean craftsmanship can be seen in the magnificent marble decorations on the pillars in the Severan Basilica and those on the Arch of Severus.
500,Historic Centre of Lima,Peru,Adobe,General Rock,"Therefore, buildings were stabilized with adobe and bricks on the first floor and quincha (used during pre-Hispanic times) on the second, thus improving structural behaviour during earthquakes."
1130,Ashur (Qal'at Sherqat),Iraq,Gypsum,General Rock,Gypsum and as little concrete as possible served as mortars.
1003,Longmen Grottoes,China,Limestone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  The Longmen Grottoes, located on bothsides of the Yi River to the south of the ancient capital of Luoyang, Henan province, comprise more than 2,300 caves and niches carved into the steep limestone cliffs over a 1km long stretch."
1442,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,"China,Kazakhstan,Kyrgyzstan",Loess,General Rock,"Starting on the Loess plateau at Chang’an, the central capital of China in the Han and Tang Dynasties, the routes of the Tian-shan corridor passed westwards through the Hosi Corridor across the Qin and Qilian Mountains to the Yumen Pass of Dunhuang."
836,Archaeological Site of Volubilis,Morocco,Marble,General Rock,"The site has produced a substantial amount of artistic material, including mosaics, marble and bronze statuary, and hundreds of inscriptions."
1565,Hebron/Al-Khalil Old Town,State of Palestine,Limestone,General Rock,Hebron/Al-Khalil Old Town  The use of a local limestone shaped the construction of the old town of Hebron/Al-Khalil during the Mamluk period between 1250 and 1517.
822,Historic Centre (Old Town) of Tallinn,Estonia,Limestone,General Rock,The combination of the upper town on the high limestone hill and the lower town at its foot with many church spires forms an expressive skyline that is visible from a great distance both from land and sea.
1358,Citadel of the Ho Dynasty,Viet Nam,Limestone,General Rock,The Inner Citadel constructed of large limestone blocks represents a new development of architectural technology and adaptation of geomantic city planning in an East Asian and South-east Asian context.
848,Choirokoitia,Cyprus,Flint,General Rock,"Among the finds such as flint tools, bone tools, stone vessels, vegetal and animal remains, noteworthy are the anthropomorphic figurines in stone (one in clay), which point, together with funerary rituals, to the existence of elaborate beliefs."
810,Historic City of Trogir,Croatia,Limestone,General Rock,"Its homogeneity is stressed by the predominant local limestone, now mellowed by time with a golden patina."
144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,Carnelian,General Rock,"Authenticity  The ability of the islands to continue to express truthfully their values has been maintained in terms of design and materials due to limited consolidation of the structures using coral stone and other appropriate materials, but is vulnerable, particularly on Kilwa Kisiwani to urban encroachment and coastal damage as these threaten the ability to understand the overall layout of the mediaeval port city."
144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,Coral Stone,General Rock,"Authenticity  The ability of the islands to continue to express truthfully their values has been maintained in terms of design and materials due to limited consolidation of the structures using coral stone and other appropriate materials, but is vulnerable, particularly on Kilwa Kisiwani to urban encroachment and coastal damage as these threaten the ability to understand the overall layout of the mediaeval port city."
875,Archaeological Ensemble of Tarraco,Spain,Marble,General Rock,
1031,Historic Centre of Guimarães and Couros Zone,Portugal,Granite,General Rock,"There was developed a particular type of construction in the Middle Ages featuring a ground floor in granite with a half-timbered structure above. Integrity  The boundaries of the Historic Centre of Guimarães and Couros Zone encompass all the elements necessary to express its Outstanding Universal Value, including a particular type of construction developed in the Middle Ages using granite combined with a timber-framed structure, and a well-preserved historic building stock that represents the evolution of building typologies from the Middle Ages to the 19th  century."
1433,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",State of Palestine,Limestone,General Rock,"Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Bethlehem lies 10 kilometres south of the city of Jerusalem, in the fertile limestone hill country of the Holy Land. The traditional 19  th  and 20  th  yellow limestone buildings either side of this route incorporate traditional design and appearance, with living accommodation above and workshops at street level opening out on to the street."
530,Delos,Greece,Marble,General Rock,"Because of potential damage by the north wind, fragile marble sculptures, such as the Naxian Lions, were transported to the Museum and have been replaced with exact replicas."
883,Fuerte de Samaipata,Bolivia (Plurinational State of),Red Sandstone,General Rock,"The Ceremonial Centre consists of a huge monolithic rock of red sandstone composition of dimensions 220 m long, by approximately 60 m wide, fully carved with a variety of representations of animals, geometric shapes, niches, canals, vessels of great religious significance, which was done by specialist craftsmen, sculptors, with great skill and mastery of the stone."
883,Fuerte de Samaipata,Bolivia (Plurinational State of),Sandstone,General Rock,"The Ceremonial Centre consists of a huge monolithic rock of red sandstone composition of dimensions 220 m long, by approximately 60 m wide, fully carved with a variety of representations of animals, geometric shapes, niches, canals, vessels of great religious significance, which was done by specialist craftsmen, sculptors, with great skill and mastery of the stone."
757,Sceilg Mhichíl,Ireland,Sandstone,General Rock,"Faulting of Devonian sandstone has created a U-shaped depression known today as “Christ’s Valley” or “Christ’s Saddle” 130 m above sea level in the centre of the island, and this is flanked by two peaks, that to the north-east rising to 185 m and that to the west-south-west, 218 m."
124,Historic Town of Ouro Preto,Brazil,Gneiss,General Rock,"Although the architecture, paintings, and sculptures are based on underlying models introduced by Portuguese immigrants, the works vary significantly from the contemporary European art, not only with respect to their spatial conception, but in their decorative treatment, in particular the stone sculptures carved on the facades, distinctive for their originality and design and in the combined use of two materials, gneiss and soapstone."
124,Historic Town of Ouro Preto,Brazil,Soapstone,General Rock,"Although the architecture, paintings, and sculptures are based on underlying models introduced by Portuguese immigrants, the works vary significantly from the contemporary European art, not only with respect to their spatial conception, but in their decorative treatment, in particular the stone sculptures carved on the facades, distinctive for their originality and design and in the combined use of two materials, gneiss and soapstone."
89,Historic Cairo,Egypt,Stalactite,General Rock,
1066,Upper Middle Rhine Valley,Germany,Sandstone,General Rock,"The river breaks through the Rhenish Slate Mountains, connecting the broad floodplain of the Oberrheingraben with the lowland basin of the Lower Rhine. The property extends from the Bingen Gate (Binger Pforte), where the River Rhine flows into the deeply gorged, canyon section of the Rhine Valley, through the 15km long Bacharach valley, with smaller V-shaped side valleys, to Oberwesel where the transition from soft clay-slates to hard sandstone, results."
1066,Upper Middle Rhine Valley,Germany,Slate,General Rock,"The river breaks through the Rhenish Slate Mountains, connecting the broad floodplain of the Oberrheingraben with the lowland basin of the Lower Rhine. The property extends from the Bingen Gate (Binger Pforte), where the River Rhine flows into the deeply gorged, canyon section of the Rhine Valley, through the 15km long Bacharach valley, with smaller V-shaped side valleys, to Oberwesel where the transition from soft clay-slates to hard sandstone, results."
540,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,Marble,General Rock,"Its architectural heritage reconciles the very different Baroque and pure neoclassical styles, as can be seen in the Admiralty, the Winter Palace, the Marble Palace and the Hermitage. From 1703 to 1725, Peter the Great lifted from a landscape of marshes, peat bogs and rocks, architectural styles in stone and marble for a capital, Saint Petersburg, which he wished to be the most beautiful city in all of Europe."
540,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,Peat,General Rock,"Its architectural heritage reconciles the very different Baroque and pure neoclassical styles, as can be seen in the Admiralty, the Winter Palace, the Marble Palace and the Hermitage. From 1703 to 1725, Peter the Great lifted from a landscape of marshes, peat bogs and rocks, architectural styles in stone and marble for a capital, Saint Petersburg, which he wished to be the most beautiful city in all of Europe."
202,Ancient City of Sigiriya,Sri Lanka,Granite,General Rock,"Ancient City of Sigiriya  The ruins of the capital built by the parricidal King Kassapa I (477–95) lie on the steep slopes and at the summit of a granite peak standing some 180m high (the 'Lion's Rock', which dominates the jungle from all sides)."
1599,Krzemionki Prehistoric Striped Flint Mining Region,Poland,Flint,General Rock,"Krzemionki Prehistoric Striped Flint Mining Region. Krzemionki Prehistoric Striped Flint Mining Region Located in the mountain region of Świętokrzyskie, Krzemionki is an ensemble of four mining sites, dating from the Neolithic to the Bronze Age (about 3900 to 1600 BCE), dedicated to the extraction and processing of striped flint, which was mainly used for axe-making. With its underground mining structures, flint workshops and some 4,000 shafts and pits, the property features one of the most comprehensive prehistoric underground flint extraction and processing systems identified to date. It is an exceptional testimony of the importance of the prehistoric period and of flint mining for tool production in human history. Description is available under license CC-BY-SA IGO 3.0 Brief synthesis  Krzemionki Prehistoric Striped Flint Mining Region (in short: Krzemionki) is located in the north-eastern fringe of the Świętokrzyskie (Holy Cross) Mountains in central Poland on both sides of Kamienna River. It is a serial property comprised of four component parts: the principal Krzemionki Opatowskie Mining Field; two smaller mining fields, Borownia and Korycizna, aligned on the same geological structure; and the Gawroniec prehistoric miners’ permanent settlement that received semi products of flint axes from the mines for finishing and polishing prior to distribution. It is also the most completely preserved and wholly readable socio-technical system of prehistoric underground flint mining and processing and illustrates the greatest range of prehistoric flint mining techniques known in a single property. At the property, a unique type of flint – striped flint banded in exceptional zebra-like patterns of alternating shades of grey – was mined and fashioned into axes and distributed in a verifiable radius of 650 km from the complex, in present-day Germany, Czech Republic, Slovakia, Ukraine, Belarus and Lithuania. A diverse range of mine types are also identified with different surface expressions in a remarkably intact anthropogenic surface that presents a rare prehistoric industrial landscape of shaft depressions and up-cast waste, remnants of flint workshops, miners’ camps and communication routes. Criterion (iii):  Krzemionki Prehistoric Striped Flint Mining Region is illustrative of the living and working patterns of settled prehistoric communities that distinguish the Neolithic period from that which preceded it. The serial property bears witness to the economic and social organisation of segments of the Neolithic society, which were linked to the extraction of flint and its use for the production of polished axes. The attributes of the property, including the integral Gawroniec Settlement are further enhanced by the proven distribution of striped-flint axes that have been identified in a radius of over 650 km from the complex – the largest recorded range for prehistoric flint axes which act as significant indicators for prehistoric movements. Criterion (iv):  Krzemionki Prehistoric Striped Flint Mining Region represents an exceptional type of Neolithic mining landscape, bearing witness both to a complex technical and social system and to human adaptation to the conditions of natural resource exploitation that is a landmark in the history of mining. It provides evidence that the prehistoric period brought flint mining to produce tools in the largest known example for the prehistoric exploitation of flint. Integrity  Krzemionki Prehistoric Striped Flint Mining Region, as a whole, comprises the best preserved, most technically diverse and complete prehistoric flint mining assemblage known in a European context. All attributes necessary to express the Outstanding Universal Value are included in the serial property that represents the exploitation of the only known deposit of striped flint to be mined in prehistory. Authenticity  Krzemionki Prehistoric Striped Flint Mining Region is authentic in all its attributes, expressed by information sources, that include: the well preserved form and structure of the underground structures, such as shafts, chambers, communication galleries, transport corridors, supporting pillars or waste heaps of mining and processing, as well as the aboveground industrial mining landscape consisting of shaft depressions and waste tips, remnants of flint workshops, miners’ camps and communication routes. Archaeological excavations were conducted between 1947 and 1961 and apart from plentiful waste from flint processing, dateable evidence included pottery (large storage vessels, funnel-shaped flasks and vases, ceramic pipes, and ceramic weaving spindles) and organic remains which were radiocarbon-dated to between 3,500 and 3,200 BCE. The management system for Krzemionki Prehistoric Striped Flint Mining Region is implemented by the ‘Krzemionki’ Archaeological Museum and Reserve (Muzeum Archeologiczne i Rezerwat „Krzemionki”), a local museum which takes the lead role in the management and protection of Krzemionki."
1375,Santiniketan,India,Coal,General Rock,"Despite changes in uses and new artworks in some areas, the buildings and other attributes retain their eclectic forms based on experimentation with techniques and materials ranging from brick, mud, coal tar, living tree, sandstone, glass, cast iron, thatch, timber, bamboo, laterite, precast concrete, and reinforced concrete."
1375,Santiniketan,India,Laterite,General Rock,"Despite changes in uses and new artworks in some areas, the buildings and other attributes retain their eclectic forms based on experimentation with techniques and materials ranging from brick, mud, coal tar, living tree, sandstone, glass, cast iron, thatch, timber, bamboo, laterite, precast concrete, and reinforced concrete."
1375,Santiniketan,India,Sandstone,General Rock,"Despite changes in uses and new artworks in some areas, the buildings and other attributes retain their eclectic forms based on experimentation with techniques and materials ranging from brick, mud, coal tar, living tree, sandstone, glass, cast iron, thatch, timber, bamboo, laterite, precast concrete, and reinforced concrete."
818,Mill Network at Kinderdijk-Elshout,Netherlands (Kingdom of the),Peat,General Rock,Criterion (iv):  The Mill Network at Kinderdijk-Elshout is an extremely ingenious hydraulic system which still functions today and which throughout the ages made it possible to settle and cultivate a large area of peat land.
723,Cultural Landscape of Sintra,Portugal,Granite,General Rock,"Seen from a distance, it gives the impression of an essentially natural landscape that is distinct from its surroundings: a small chain of forested granite mountains rising over the hilly rural landscape. Criterion (v):  The cultural landscape, with its local and exotic vegetation - such as Mexican cypress, Australian acacias and eucalyptus, and pine trees -, its crests and piles of granite rocks covering the archaeological remains, palaces and parks, as well as the historic centre of Sintra and other fine dwellings, built along the same lines in the surrounding Serra, forms a continuing and organically evolved landscape, which has been sustained by painstaking restoration and preservation projects."
1099,Mapungubwe Cultural Landscape,South Africa,Coal,General Rock,"With mining rights being recently returned to the State, better future control was anticipated but the granting of a mining licence for coal 5 km from the boundary of the property, in a highly sensitive area adjacent to the Limpopo river and in the proposed buffer zone that was submitted at the time of the inscription, is a considerable threat."
803,Las Médulas,Spain,Conglomerate,General Rock,"They were cut into the sterile strata, many metres deep, over the layers of auriferous conglomerate. The layers of the auriferous conglomerate were broken up in the same way, but the friable conglomerate was run through washing channels, the heavy gold particles falling to the bottom of the channels."
715,Rapa Nui National Park,Chile,Basalt,General Rock,"Rapa Nui National Park most prominent attributes are the archaeological sites.  It is estimated that there are about 900 statues, more than 300 ceremonial platforms and thousands of structures related to agriculture, funeral rites, housing and production, and other types of activities.  Prominent among the archaeological pieces are the  moai  that range in height from 2 m to 20 m and are for the most part carved from the yellow–brown lava tuff, using simple picks (  toki  ) made from hard basalt and then lowered down the slopes into previously dug holes. The management and conservation efforts, still insufficient, focus on addressing anthropic factors and the effects of weathering, both on the material -volcanic lava and tuff- and on the stability of structures."
715,Rapa Nui National Park,Chile,Lava,General Rock,"Rapa Nui National Park most prominent attributes are the archaeological sites.  It is estimated that there are about 900 statues, more than 300 ceremonial platforms and thousands of structures related to agriculture, funeral rites, housing and production, and other types of activities.  Prominent among the archaeological pieces are the  moai  that range in height from 2 m to 20 m and are for the most part carved from the yellow–brown lava tuff, using simple picks (  toki  ) made from hard basalt and then lowered down the slopes into previously dug holes. The management and conservation efforts, still insufficient, focus on addressing anthropic factors and the effects of weathering, both on the material -volcanic lava and tuff- and on the stability of structures."
715,Rapa Nui National Park,Chile,Tuff,General Rock,"Rapa Nui National Park most prominent attributes are the archaeological sites.  It is estimated that there are about 900 statues, more than 300 ceremonial platforms and thousands of structures related to agriculture, funeral rites, housing and production, and other types of activities.  Prominent among the archaeological pieces are the  moai  that range in height from 2 m to 20 m and are for the most part carved from the yellow–brown lava tuff, using simple picks (  toki  ) made from hard basalt and then lowered down the slopes into previously dug holes. The management and conservation efforts, still insufficient, focus on addressing anthropic factors and the effects of weathering, both on the material -volcanic lava and tuff- and on the stability of structures."
323,Royal Palaces of Abomey,Benin,Laterite,General Rock,"Laterite, water, wood, straw and traditional building techniques remain references for any intervention that should enable good transmission of this heritage to future generations."
1343,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",United Arab Emirates,Adobe,General Rock,"Remarkable vestiges in the property include circular stone tombs (ca 2500 B.C.), wells and a wide range of adobe constructions: residential buildings, towers, palaces and administrative buildings."
983,"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,Limestone,General Rock,"Because of the nature of the soft limestone that continues to be used for construction, walls, including roofs, are white-washed."
1590,Sanctuary of Bom Jesus do Monte in Braga,Portugal,Granite,General Rock,"The granite buildings have whitewashed plaster façades, framed by exposed stonework. The result is a high quality and solid construction, with a concentration of artistic and technical expressions, a landscape where, together with water, granite is celebrated, sculpted within a luxurious “nature”, perfectly integrated into the landscape. The unity of the architectural ensemble and its high artistic quality result from its overall design and organization, structure and composition, as well as from the predominant use of granite, which endows the sanctuary with a significant sculptural and plastic dimension. Retaining and dividing walls, stairways, buildings, fountains, pavements, ornaments and an impressive and unprecedented set of statues are all made of granite, resulting in a work of high construction quality. The contrast between the whitewashed granite, on the one hand, and the surrounding lush green park and wood, on the other, decisively contributes to the sanctuary’s baroque character. The attributes of the structural and ornamental materials: granite walls, stairways, patios, gardens, chapels, church, fountains and statues, associated with the presence of water and of decisive importance for the property’s artistic and symbolic dimension and for interpretation of the overall narrative of the property, as well as the surrounding woodlands and park have remained intact, and guarantee the completeness of the narrative and integrity of the ensemble."
658,Coro and its Port,Venezuela (Bolivarian Republic of),Adobe,General Rock,"Criterion (iv)  Unlike other cities on the Caribbean Coast, the buildings of Coro and its Port are constructed with earthen architecture and domestic buildings show unique examples of traditional mud building techniques including  bahareque (a system using mud, timber and bamboo)  , adobe and  tapia (rammed earth  )."
1087,Town Hall and Roland on the Marketplace of Bremen,Germany,Sandstone,General Rock,"An elaborate sculptural decoration in sandstone was added to the façade, representing allegorical and emblematic depictions."
1485,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,Granite,General Rock,"The superstructure of the bridge takes the form of three double-cantilever towers rising 110 m above their granite pier foundations, with cantilever arms to each side. Integrity  The property contains all the elements necessary to express the Outstanding Universal Value of The Forth Bridge, including granite piers and steel superstructure."
1026,Val d'Orcia,Italy,Chalk,General Rock,"The landscape’s distinctive aesthetics, flat chalk plains out of which rise almost conical hills with fortified settlements on top, inspired many artists."
579,Bronze Age Burial Site of Sammallahdenmäki,Finland,Granite,General Rock,"Bronze Age Burial Site of Sammallahdenmäki  This Bronze Age burial site features more than 30 granite burial cairns, providing a unique insight into the funerary practices and social and religious structures of northern Europe more than three millennia ago. These cairns were usually constructed of granite boulders quarried from the cliff face below the crest of the ridge or collected from the site itself."
474,Hortobágy National Park - the <i>Puszta</i>,Hungary,Adobe,General Rock,"Integrity  The Puszta, represented by the Hortobágy National Park, is a complex mosaic of natural grasslands, loess ridges, alkaline pastures, meadows and smaller and larger wetlands (mostly marshes), which has presented ideal conditions for pastoralism since prehistoric times and which existed before the appearance of large animal-breeding cultures in this area. adobe and reed), in their forms, in their structural construction (or the characteristic absence of certain elements, such as fences), and in the ways of their usage."
474,Hortobágy National Park - the <i>Puszta</i>,Hungary,Loess,General Rock,"Integrity  The Puszta, represented by the Hortobágy National Park, is a complex mosaic of natural grasslands, loess ridges, alkaline pastures, meadows and smaller and larger wetlands (mostly marshes), which has presented ideal conditions for pastoralism since prehistoric times and which existed before the appearance of large animal-breeding cultures in this area. adobe and reed), in their forms, in their structural construction (or the characteristic absence of certain elements, such as fences), and in the ways of their usage."
371,Ironbridge Gorge,United Kingdom of Great Britain and Northern Ireland,Coal,General Rock,"The small community of Jackfield on the south bank of the River Severn was important for navigation, coal mining, clay production, and the manufacture of decorative tiles."
273,City of Cuzco,Peru,Andesite,General Rock,"Of the first, it preserves impressive vestiges, especially its plan: walls of meticulously cut granite or andesite, rectilinear streets running within the walls, and the ruins of the Sun Temple."
273,City of Cuzco,Peru,Granite,General Rock,"Of the first, it preserves impressive vestiges, especially its plan: walls of meticulously cut granite or andesite, rectilinear streets running within the walls, and the ruins of the Sun Temple."
885,Historic Centre of Shakhrisyabz,Uzbekistan,Marble,General Rock,"The main façade was faced with white marble. The tomb of Temur, also of white marble, is a masterpiece of the architecture of this period and it is also one of the finest memorials to be found in Central Asia."
