Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Standardised Stone Name,Description Mention Statement,OUV Mention Statement,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1111,Cultural Landscape of Honghe Hani Rice Terraces,China,Yes,Granite,Granite,,"Clefts in the rocks channel the rain, and sandstone beneath the granite mountains traps the water and then later releases it as springs.","Traditional, Vernacular; nan",Internal (DS/OUV),,"Over the past 1,300 years (at least a millennium)",Internal (DS/OUV),,Hani People,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Earth and Stone (mixed masonry),Internal (DS/OUV),,,,,,,,,,,Ailao Mountains / Mountainous terrain,Internal (DS/OUV),,Red (referring to red rice soil/earth); specific stone colors NA,Internal (DS/OUV),,,,,,,,,,,China,,,Local (sourced beneath and within the Ailao Mountains),Internal (DS/OUV),,,,,"Terraces, wall construction, base backdrop for water entrapment/springs, and house walls",Internal (DS/OUV),,,,,Earth and stone walls; rammed earth; adobe bricks,Internal (DS/OUV),,Landslides (due to 25% average slopes),Internal (DS/OUV),,Concrete bricks (replacing traditional adobe/stone materials),Internal (DS/OUV),,"Guidelines for Conservation, Renovation and Environmental Treatment of Traditional Hani Residences",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1111,Cultural Landscape of Honghe Hani Rice Terraces,China,Yes,Adobe,Adobe / Mud Brick,,"The traditional vernacular buildings have walls built of rammed earth, of adobe bricks or of earth and stone under a tall, hipped, roof thatched with straw that gives the houses a distinctive ‘mushroom’ shape. || New materials in houses – such as concrete bricks that replace adobe or tiles that replace thatched roofs to– are beginning to have a marked impact on the overall image of villages in the landscape as the colour as well as the forms of the buildings are subject to change.","Traditional, Vernacular; nan",Internal (DS/OUV),,"Over the past 1,300 years (at least a millennium)",Internal (DS/OUV),,Hani People,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,Earth and Stone (mixed masonry),Internal (DS/OUV),,,,,,,,,,,Ailao Mountains / Mountainous terrain,Internal (DS/OUV),,Red (referring to red rice soil/earth); specific stone colors NA,Internal (DS/OUV),,,,,,,,,,,China,,,Local (sourced beneath and within the Ailao Mountains),Internal (DS/OUV),,,,,"Terraces, wall construction, base backdrop for water entrapment/springs, and house walls",Internal (DS/OUV),,,,,Earth and stone walls; rammed earth; adobe bricks,Internal (DS/OUV),,Landslides (due to 25% average slopes),Internal (DS/OUV),,Concrete bricks (replacing traditional adobe/stone materials),Internal (DS/OUV),,"Guidelines for Conservation, Renovation and Environmental Treatment of Traditional Hani Residences",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1117,Landscape of the Pico Island Vineyard Culture,Portugal,Yes,Basalt,Basalt,,"The material used to construct the

currais

and buildings is largely composed of local, irregular, weatherworn, black basalt rocks.","Linear walls, rectangular plots (currais), manor houses, conventional houses, wine cellars, warehouses, churches, pathways, wells, ports, ramps; nan",Internal (DS/OUV),,15th century (reached peak in the 19th century),Internal (DS/OUV),,First settlers (15th century) / Generations of farmers (Specific civilization name NA),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,Black,Internal (DS/OUV),,"Irregular, weatherworn",Internal (DS/OUV),,,,,,,,,,,Local,Internal (DS/OUV),,,,,Construction of protective walls for plots (currais) against wind and salt spray; buildings,Internal (DS/OUV),,,,,Stone-walled / linear walls (Specific masonry technique name NA),Internal (DS/OUV),,,,,Threat noted: Importing of stone for re-building that is not consistent with local materials,Internal (DS/OUV),,"Maintenance and recovery of landscape, reconstructing ruins, removing invasive plants",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1117,Landscape of the Pico Island Vineyard Culture,Portugal,Yes,Lava,Volcanic Rock,,"Regional Act of Law 10 of 2002 provides four levels of protection that include two zones for stone wall-enclosed vineyards or

currais

– the small

lajidos

(or broad lava flow fields) of Criação Velha and Santa  Luzia, which are areas protected for their high-quality wine production.","Linear walls, rectangular plots (currais), manor houses, conventional houses, wine cellars, warehouses, churches, pathways, wells, ports, ramps; nan",Internal (DS/OUV),,15th century (reached peak in the 19th century),Internal (DS/OUV),,First settlers (15th century) / Generations of farmers (Specific civilization name NA),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,Black,Internal (DS/OUV),,"Irregular, weatherworn",Internal (DS/OUV),,,,,,,,,,,Local,Internal (DS/OUV),,,,,Construction of protective walls for plots (currais) against wind and salt spray; buildings,Internal (DS/OUV),,,,,Stone-walled / linear walls (Specific masonry technique name NA),Internal (DS/OUV),,,,,Threat noted: Importing of stone for re-building that is not consistent with local materials,Internal (DS/OUV),,"Maintenance and recovery of landscape, reconstructing ruins, removing invasive plants",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1130,Ashur (Qal'at Sherqat),Iraq,Yes,Gypsum (also mentions mudbricks and baked bricks),Gypsum,,Gypsum and as little concrete as possible served as mortars.,"Architectural, Architecture, Building, Construction, Monument, Ottoman, Plan, Structure, Traditional; nan",Internal (DS/OUV),,3rd millennium BC to Parthian period (1st–2nd century AD),Internal (DS/OUV),,"Sumerian, Akkadian, Assyrian Empire, Parthian",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used as mortar (Gypsum); walls, temples, palaces, ziggurats, gates",Internal (DS/OUV),,,,,"Mudbrick masonry, baked brick construction, gypsum/concrete mortar",Internal (DS/OUV),,,,,,,,,,,Moderate,,,,,,Tier 9: Unflagged,
1131,Royal Exhibition Building and Carlton Gardens,Australia,Yes,Bluestone,Bluestone (dolerite/rhyolite),,"The site is still surrounded by city streets and is edged by the bluestone plinth, the base of the iron railings that bounded the 1880 exhibition grounds.","Byzantine, Romanesque, Lombardic and Italian Renaissance; nan",Internal (DS/OUV),,Designed for international exhibitions of 1880 and 1888 (constructed starting 1879),Internal (DS/OUV),,Victorian / Colonial Australia,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,"Bluestone,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plinth, base of iron railings, slate roof, timber floors, external joinery and stonework",Internal (DS/OUV),,"Internal paintings/murals, parapet ornamentation",Internal (DS/OUV),,"Brick and timber, steel and slate construction",Internal (DS/OUV),,,,,Concrete (replaced original timber staircases early in the 20th century),Internal (DS/OUV),,"Dome, structure, external joinery and stonework, timber floors, scroll/parterre gardens, and reinstatement of missing parapet ornamentation",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1131,Royal Exhibition Building and Carlton Gardens,Australia,Yes,Slate,Slate,"The building is constructed of brick and timber, steel and slate.",,"Byzantine, Romanesque, Lombardic and Italian Renaissance; nan",Internal (DS/OUV),,Designed for international exhibitions of 1880 and 1888 (constructed starting 1879),Internal (DS/OUV),,Victorian / Colonial Australia,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,"Bluestone,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plinth, base of iron railings, slate roof, timber floors, external joinery and stonework",Internal (DS/OUV),,"Internal paintings/murals, parapet ornamentation",Internal (DS/OUV),,"Brick and timber, steel and slate construction",Internal (DS/OUV),,,,,Concrete (replaced original timber staircases early in the 20th century),Internal (DS/OUV),,"Dome, structure, external joinery and stonework, timber floors, scroll/parterre gardens, and reinstatement of missing parapet ornamentation",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1145,Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,Yes,"shale/slate (maybe) ""Shiny black stones""",Slate,,,"Petroglyphs, stone enclosures (boxes and cists), mounds (kurgans) of stone and earth, altars, tombs, gallery; nan",Internal (DS/OUV),,Second half of the second millennium BC to the early 20th century (Bronze Age to Early Iron Age and onwards),Internal (DS/OUV),,Pastoral peoples of the central Asian steppes,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,,,,,,,,,,,,,"Shiny black, bluish black (Bronze/Early Iron Age carvings), light grey (latest carvings)",Internal (DS/OUV),,,,,,,,,,,,,,Local (in-situ natural landscape / unsheltered rock faces),Internal (DS/OUV),,,,,Stone enclosures with boxes and cists; mounds of stone and earth,Internal (DS/OUV),,Rock carvings (Petroglyphs) / Rock art,Internal (DS/OUV),,Picketing technique with stone or metal tools,Internal (DS/OUV),,Vulnerable to exfoliation due to water ingress and stratification of the bedrock parallel to the surface; exacerbated by extreme daily/seasonal temperature variations,Internal (DS/OUV),,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
1183,Kondoa Rock-Art Sites,United Republic of Tanzania,Yes,Only 'Sedimentary rocks' mentioned,Just Mentioned,,,"Natural rock shelters, overhanging slabs, caves, and overhanging cliff faces",Internal (DS/OUV),,Over at least two millennia (spanning several millennia),Internal (DS/OUV),,"Hunter-gatherer, pastoralist, and agro-pastoralist communities (including Maa-speaking and Sandawe peoples)",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fractured geological formations provided necessary shelter,Internal (DS/OUV),,Vertical planes of overhanging slabs used for rock paintings,Internal (DS/OUV),,,,,"Vulnerable to the effects of sun, wind, and dust; potential soil erosion; exposure to animal fat and beer during local rituals",Internal (DS/OUV),,,,,Never restored or enhanced in any way,Internal (DS/OUV),,Good,,,,,,,
1211,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,Yes,Marble,Marble,,"As a sea power, the city of Genoa has always been closely associated with its port, which nonetheless was separated from the city for centuries by partitions of different nature such as the walls from the 17th century, the “marble terraces” in the 19th century  and other service facilities.",Renaissance and Baroque palaces; nan,Internal (DS/OUV),,Late 16th and early 17th centuries (Siglo de los Genoveses: 1563–1640),Internal (DS/OUV),,Republic of Genoa / Genoese,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pillars,Internal (DS/OUV),,"Marble terraces, Stuccos, Frescoes",Internal (DS/OUV),,,,,,,,,,,Façades and interiors restored; damaged upper story of one palace rebuilt post-war,Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1222,Bisotun,Iran (Islamic Republic of),Yes,Limestone,Limestone,,"Brief Synthesis

On the sacred mountain of Bisotun in western Iran’s Kermanshah province is a remarkable multilingual inscription carved on a limestone cliff about 60 m above the plain.",Relief / Inscription / Monumental bas-relief; nan,Internal (DS/OUV),,521 BC (Achaemenid Period),Internal (DS/OUV),,Achaemenid (Persian Empire),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Iran (Islamic Republic of),Internal (DS/OUV),,Local (carved into Mt. Bisotun cliff),Internal (DS/OUV),,,,,Mountain cliff face / Monumental Inscription,Internal (DS/OUV),,Bas-relief carving,Internal (DS/OUV),,Rock-relief carving / Cuneiform incision,Internal (DS/OUV),,"Erosion, Water infiltration behind the bas-relief",Internal (DS/OUV),,Emergency actions taken to counteract water infiltration effects,Internal (DS/OUV),,Threatened by water infiltration,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
1225,Ruins of Loropéni,Burkina Faso,Yes,Laterite,Laterite,,"Brief synthesis

The dramatic and memorable Ruins of Loropéni consist of imposing, tall, laterite stone perimeter walls, up to six metres in height, surrounding a large abandoned settlement.",Fortress / Walled Settlement / Monument; nan,Internal (DS/OUV),,≥ 11th century AD (apogee 14th–17th centuries),Internal (DS/OUV),,Lohron or Koulango peoples,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perimeter walls (up to 6 metres in height),Internal (DS/OUV),,,,,,,,,,,,,,,,,Poor,,,,,,Tier 9: Unflagged,
1225,Ruins of Loropéni,Burkina Faso,Yes,Laterite stone,Laterite,,"Brief synthesis

The dramatic and memorable Ruins of Loropéni consist of imposing, tall, laterite stone perimeter walls, up to six metres in height, surrounding a large abandoned settlement.",Fortress / Walled Settlement / Monument; nan,Internal (DS/OUV),,≥ 11th century AD (apogee 14th–17th centuries),Internal (DS/OUV),,Lohron or Koulango peoples,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perimeter walls (up to 6 metres in height),Internal (DS/OUV),,,,,,,,,,,,,,,,,Poor,,,,,,Tier 9: Unflagged,
1226,Stone Circles of Senegambia,"Gambia,Senegal",Yes,Laterite,Laterite,"Together the stone circles of laterite pillars and their associated burial mounds present a vast sacred landscape created over more than 1,500 years.","The stones forming the circles were extracted from nearby laterite quarries using iron tools and skilfully shaped into almost identical pillars, either cylindrical or polygonal, on average around 2 m in height and weighing up to 7 tons.","Building, Construction, Monument, Monumental, Plan, Traditional (Pillar); nan",Internal (DS/OUV),,3rd century BC to 16th century AD (burials dating between 1st and 2nd millennia AD / 927–1305 AD),Internal (DS/OUV),,"Prosperous, highly organized, and lasting West African society",Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,"Laterite pillars / monoliths (cylindrical or polygonal, finely carved)",Internal (DS/OUV),,,,,,,,,,,"Finely carved, cylindrical or polygonal pillars",Internal (DS/OUV),,,,,Quarry located ~1 km east of Sine Ngayene (sources of around 150 stones traced),Internal (DS/OUV),,Senegal,Internal (DS/OUV),,Local (extracted from nearby quarries),Internal (DS/OUV),,~1 km (from nearby quarries),Internal (DS/OUV),,"Standing monoliths, pillars, circles, bifid/lyre frontal stones",Internal (DS/OUV),,Individual stones finely carved; ornamentation/cross-pieces,Internal (DS/OUV),,"Extracted using iron tools, skilfully shaped into cylindrical or polygonal pillars",Internal (DS/OUV),,Minimal disturbances; minimal human or natural interventions noted,Internal (DS/OUV),,,,,Excavated sites subsequently back-filled; minimal disturbance,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1246,Iwami Ginzan Silver Mine and its Cultural Landscape,Japan,Yes,Silver ore,Silver Ore,"The site also features routes used to transport silver ore to the coast, and port towns from where it was shipped to Korea and China.","As the resource of silver ore was exhausted, its production came to an end, leaving behind, in the characteristically rich nature, a cultural landscape that had been developed in relation to the silver mine.","Mining archaeological sites, smelting/refining sites, settlements, fortresses, shrines, port towns, traditional wooden buildings.; nan",Internal (DS/OUV),,16th to 20th centuries; Edo Period (1603 to 1868).,Internal (DS/OUV),,Japan (with trade links to Korea and China).,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,"Silver, Gold",Internal (DS/OUV),,Iwami Ginzan Silver Mine (cluster of mountains rising to 600m).,Internal (DS/OUV),,Japan (south-west of Honshu Island).,Internal (DS/OUV),,Local (mined on-site until resource exhaustion).,Internal (DS/OUV),,,,,"NA (Geological materials are not noted for structural use; ""traditional wooden buildings"" are used for structures).",Internal (DS/OUV),,,,,,,,,,,,,,"Careful maintenance, treatment, and repairs are noted for the traditional wooden buildings.",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1293,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Saudi Arabia,Yes,Sandstone,Sandstone,,"It includes a major ensemble of tombs and monuments, whose architecture and decorations are directly cut into the sandstone.","Monumental tombs with decorated facades, water wells; nan",Internal (DS/OUV),,1st century BC to 1st century AD,Internal (DS/OUV),,Nabataean,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,In-situ (directly cut into the rock/ground),Internal (DS/OUV),,,,,,,,,,,Monuments and artificial water wells,Internal (DS/OUV),,Decorated facades and decorative motifs,Internal (DS/OUV),,Directly cut/sunk into the rock and sandstone,Internal (DS/OUV),,,,,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
1295,"Fort Jesus, Mombasa",Kenya,Yes,Coral Rock,Coral Stone,,"Brief synthesis

Built by the Portuguese at the end of the 16th century at the southern edge of the town of Mombasa, over a spur of coral rock, and kept under their control for one century, Fort Jesus, Mombasa, bears testimony to the first successful attempt by Western civilization to rule the Indian ocean trade routes, which, until then had remained under Eastern influence. || Authenticity

In regard to authenticity, Fort Jesus, Mombasa, hasretained its form, design and materials, with coral stone and lime mortar still being used in the traditional way, where necessary, for repair and conservation work.",Military fortification; nan,Internal (DS/OUV),,1593–1596,Internal (DS/OUV),,"Portuguese (with later Swahili, Arab, Turkish, Persian, and British occupations)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Coral limestone / Coral rock,Internal (DS/OUV),,,,,,,,,,,,,,Lime mortar (calcium carbonate),Internal (DS/OUV),,,,,Kenya,Internal (DS/OUV),,Local (built over a spur of coral rock),Internal (DS/OUV),,,,,"Fortification walls, bastions, moat, structural foundations",Internal (DS/OUV),,,,,Traditional coral stone and lime mortar masonry,Internal (DS/OUV),,Erosion of rocks along the sea coast,Internal (DS/OUV),,Coral stone and lime mortar,Internal (DS/OUV),,Ongoing maintenance and conservation work using traditional materials,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1295,"Fort Jesus, Mombasa",Kenya,Yes,Coral Stone,Coral Stone,,"Authenticity

In regard to authenticity, Fort Jesus, Mombasa, hasretained its form, design and materials, with coral stone and lime mortar still being used in the traditional way, where necessary, for repair and conservation work.",Military fortification; nan,Internal (DS/OUV),,1593–1596,Internal (DS/OUV),,"Portuguese (with later Swahili, Arab, Turkish, Persian, and British occupations)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Coral limestone / Coral rock,Internal (DS/OUV),,,,,,,,,,,,,,Lime mortar (calcium carbonate),Internal (DS/OUV),,,,,Kenya,Internal (DS/OUV),,Local (built over a spur of coral rock),Internal (DS/OUV),,,,,"Fortification walls, bastions, moat, structural foundations",Internal (DS/OUV),,,,,Traditional coral stone and lime mortar masonry,Internal (DS/OUV),,Erosion of rocks along the sea coast,Internal (DS/OUV),,Coral stone and lime mortar,Internal (DS/OUV),,Ongoing maintenance and conservation work using traditional materials,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1329,At-Turaif District in ad-Dir'iyah,Saudi Arabia,Yes,Adobe (Mud brick),Adobe / Mud Brick,,,"Architectural, Building, Plan, Structure, Traditional; Najdi architectural style, palaces, fortified urban ensemble within an oasis; nan",Internal (DS/OUV),,Founded in the 15th century (with increased role in the 18th and early 19th century),Internal (DS/OUV),,Saudi Dynasty / House of Saud (Central Arabian plateau / Najdi culture),Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (adapted to its environment / ad-Dir'iyah oasis setting),Internal (DS/OUV),,,,,"Major palatial complexes, palaces, citadel, fortified urban ensemble, walls",Internal (DS/OUV),,Geometrical decoration (Najdi decorative style),Internal (DS/OUV),,Traditional adobe/mud building methods,Internal (DS/OUV),,,,,,,,"Major programme of restoration work respecting original locations, plans, and traditional techniques",Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
1344,Major Mining Sites of Wallonia,Belgium,Yes,Coal,Coal,"Major Mining Sites of Wallonia

The four sites of the property form a strip 170 km long by 3–15 km wide, crossing Belgium from east to west, consisting of the best-preserved 19th- and 20th-century coal-mining sites of the country.","Brief synthesis

The Grand-Hornu, Bois-du-Luc, Bois du Cazier and Blegny-Mine sites represent the best preserved places of coal mining in Belgium, from the early 19th to the second half of the 20th centuries. || The Walloon Coal Basin is one of the oldest, and most emblematic of the industrial revolution, on the European continent. || The four sites include numerous technical and industrial remains, relating to both the surface and the underground coal mining industry, the industrial architecture associated with the mines, worker housing, mining town urban planning and the social and human values associated with their history, in particular the memory of the Bois du Cazier disaster (1956). || Criterion (ii)

: Among the earliest and largest in Europe, the four Walloon coalmines are testimony to the early dissemination of the technical, social and urban innovations of the industrial revolution.",coal mining heritage; nan,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
1358,Citadel of the Ho Dynasty,Viet Nam,Yes,Limestone,Limestone,,The Inner Citadel constructed of large limestone blocks represents a new development of architectural technology and adaptation of geomantic city planning in an East Asian and South-east Asian context.,"Imperial city / Citadel composed of Inner Citadel, La Thanh Outer Wall, and Nam Giao Altar; nan",Internal (DS/OUV),,1397 (built in 1397; capital from 1398–1407),Internal (DS/OUV),,Ho Dynasty / Late 14th-century Viet Nam (Neo-Confucianism / Vietnamese culture),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Viet Nam,Internal (DS/OUV),,,,,,,,Massive stone walls / Large blocks used for constructing the Inner Citadel walls,Internal (DS/OUV),,Architectural elements designed for space management and decoration,Internal (DS/OUV),,Large limestone blocks / massive stone walls,Internal (DS/OUV),,,,,,,,"Well-preserved / section of La Thanh Outer Wall protected, Nam Giao Altar archaeological remains preserved",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
