Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1426,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,Yes,Limestone,"Monument, Design, Plan, Cave/Subterranean Space; nan",Internal (DS/OUV),,"Aurignacian period (30,000–32,000 BP / Palaeolithic)",Internal (DS/OUV),,Aurignacian people (Early Upper Palaeolithic),Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,France,,,Local (In-situ natural cave formed within the local limestone plateau),Internal (DS/OUV),,,,,"Natural cavern walls, floor, and limestone plateau structure housing the drawings",Internal (DS/OUV),,"Rock art, drawings, and engravings on cave walls",Internal (DS/OUV),,,,,"Rockfall (~20,000 years BP sealed the cave); humidity/air composition variations identified as key threats",Internal (DS/OUV),,,,,Non-intervention policy inside the original cave; stainless steel bridging installed to prevent floor damage; full facsimile reconstruction created offsite (Espace de Restitution),Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1433,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",State of Palestine,Yes,Limestone (Yellow Limestone),Early Christian Basilica & Pilgrimage Route Ensemble; nan,Internal (DS/OUV),,4th–6th centuries AD (First completed AD 339; replaced/reconstructed mid-6th century AD),Internal (DS/OUV),,Roman Empire / Byzantine / Crusader,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,yellow,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Basilica walls, columns, and surrounding buildings along Star Street",Internal (DS/OUV),,"Floor Mosaics, Icon Painting on columns",Internal (DS/OUV),,Traditional urban fabric / masonry,Internal (DS/OUV),,Polluted environment negatively affecting stone façades,Internal (DS/OUV),,,,,Technical plan for roof restoration; ongoing urban conservation,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
1442,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,"China,Kazakhstan,Kyrgyzstan",Yes,Loess; unbaked/exposed mud brick (in Zhetysu region),"Capital cities, palace complexes, Buddhist cave temples, posthouses, passes, beacon towers, sections of the Great Wall, fortifications, tombs, stupas/pagodas, caravanserai, semi-underground buildings; nan",Internal (DS/OUV),,2nd century BC to 16th century AD (flourished 6th to 14th century AD),Internal (DS/OUV),,"Han and Tang Dynasties (China), Sogdians, Turks, Khan Kingdoms, Zhetysu region empires",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Loess,,,,,,Quaternary (Loess Plateau deposits),Internal (DS/OUV),,,,,,,,"Fine-grained, wind-blown silt (Loess)",Internal (DS/OUV),,,,,,,,"China, Kazakhstan, Kyrgyzstan",Internal (DS/OUV),,"Local (Loess plateau soils, clay/mud bricks sourced on-site)",Internal (DS/OUV),,,,,"Earthen walls, subterranean structures, cave temple excavations, beacon towers, earthen fortifications, foundations",Internal (DS/OUV),,Relief carvings and statues in Buddhist cave temples,Internal (DS/OUV),,"Rammed earth (hangtu), carved cave-temple rock-cut masonry, unbaked mud-brick masonry",Internal (DS/OUV),,"High vulnerability to water/wind erosion, severe atmospheric deterioration on exposed earth/brick structures",Internal (DS/OUV),,,,,Backfilling and earth covering of exposed brick structures (Zhetysu region); traditional-style screen wall interventions,Internal (DS/OUV),,Poor,,,,,,Tier 9: Unflagged,
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,Yes,Limestone (specifically noted at Grijalba-2 site; Stone Spheres,"Settlement structures, artificial mounds, paved areas, burial sites, linear arrangements, stone spheres, residential areas, subordinate/principal centres; nan",Internal (DS/OUV),,AD 500–1500 (Precolumbian period),Internal (DS/OUV),,Precolumbian hierarchical chiefdom societies (Diquís Delta chiefdoms),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mounds, paved areas, residential areas, subordinate centre structures, linear arrangements",Internal (DS/OUV),,"Stone spheres (placed in original positions, linear arrangements, or residential areas as artistic/symbolic/power markers)",Internal (DS/OUV),,Spherical stone crafting/sculpting (0.7 m to 2.57 m diameter); paved areas,Internal (DS/OUV),,,,,,,,Reburied excavation pits following recording; re-presentation/indication needed for relocated spheres,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
1463,Aqueduct of Padre Tembleque Hydraulic System,Mexico,Yes,"Adobe (earthen adobe brick formwork), Stone (enclosed in stone)","Hydraulic system, arcaded aqueduct bridges, canals, distribution tanks, cisterns/reservoirs, springs; nan",Internal (DS/OUV),,1555–1572 (16th Century),Internal (DS/OUV),,Spanish Franciscan / Mesoamerican (Mestizo),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local ( adaptation of local methods of adobe construction and regional materials),Internal (DS/OUV),,Maximum system extent of 48.22 km,Internal (DS/OUV),,Supporting structures / formwork using earthen adobes; arcaded aqueduct bridges; main and secondary canals,Internal (DS/OUV),,Glyphs illustrating symbols and cosmology incorporated in arcade structures,Internal (DS/OUV),,Roman masonry aqueduct tradition combined with Mesoamerican adobe construction and collective labor techniques,Internal (DS/OUV),,,,,,,,Ongoing repairs and maintenance undertaken by local communities using traditional construction techniques and materials,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1465,"Champagne Hillsides, Houses and Cellars",France,Yes,Chalk,"Prestigious architecture, town planning, functional / showcase spaces, underground cellars, vendangeoirs (grape pressing sites), and historic houses.; nan",Internal (DS/OUV),,Early 17th century to 19th century (industrialization); 18th & 19th centuries expansion.,Internal (DS/OUV),,French / European (Franco-German influences).,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Chalk / Chalky substratum,Internal (DS/OUV),,,,,,,,,,,,,,,,,Underground chalk quarries (Gallo-Roman and medieval chalk quarries in Reims).,Internal (DS/OUV),,France,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Underground cellars, networks, and subterranean production spaces hollowed directly out of the chalk substratum.",Internal (DS/OUV),,Architectural decor and furniture in Champagne Houses.,Internal (DS/OUV),,Quarry-cellar digging / hollowing out soft chalk substratum.,Internal (DS/OUV),,,,,,,,Saint-Nicaise Hill restored after First World War bombardments.,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1471,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Israel,Yes,Limestone,Catacombs / Necropolis; nan,Internal (DS/OUV),,2nd to 4th centuries AD,Internal (DS/OUV),,Ancient Judaism (Roman/Greco-Roman influence),Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Local (Hewed directly into the slopes / in-situ),Internal (DS/OUV),,,,,Hewed into slopes to create subterranean catacombs,Internal (DS/OUV),,"Carved artworks, human images, multi-language inscriptions, decorative details",Internal (DS/OUV),,Hewed (man-made excavation into bedrock),Internal (DS/OUV),,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
1472,Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,Yes,"NA (Only generic terms like ""rock face"", ""rocky escarpment"", and ""stone hammers"" are used)",Rock Art / Petroglyphs on natural rock face and rocky escarpment,Internal (DS/OUV),,"Almost 10,000 years of human history (mid-Holocene)",Internal (DS/OUV),,Ancestors of present-day Arabs / Past societies,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petroglyphs and inscriptions covering the rock face,Internal (DS/OUV),,Created using a range of techniques with simple stone hammers,Internal (DS/OUV),,,,,,,,,,,Good,,,,,,,
1484,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Japan,Yes,Coal (Note: Coal is a sedimentary rock/fossil fuel cited under general stones),"iron and steel, shipbuilding and coal mining, particularly to meet defence needs; Edo Period, Building, Plan, Structure, Traditional; nan",Internal (DS/OUV),,Middle of the 19th century to early 20th century (1850s to 1910s),Internal (DS/OUV),,Late Edo / Bakumatsu to Meiji Era Japan,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local materials (and Western technology adapted to local materials),Internal (DS/OUV),,,,,,,,,,,,,,"Deterioration / poor condition at specific component sites (e.g., Hashima Coal Mine, Miike Coal Mine and Miike Port, Repair shop at Imperial Steel Works)",Internal (DS/OUV),,,,,Temporary measures in place at the Repair shop at Imperial Steel Works; Conservation management plans developed for components,,,Poor,,,,,,Tier 9: Unflagged,
1485,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,Yes,Granite,Railway Bridge / Multi-span Cantilever Trussed Bridge; nan,Internal (DS/OUV),,Built between 1882 and 1890 (Opened in 1890),Internal (DS/OUV),,Modern Industrial / Victorian Engineering,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Foundations / Substructure (supporting steel double-cantilever towers),Internal (DS/OUV),,,,,Foundation / Pier Masonry,Internal (DS/OUV),,,,,,,,Over ten years of restoration/maintenance work (including a new paint system by Network Rail),Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1500,Gorham's Cave Complex,United Kingdom of Great Britain and Northern Ireland,Yes,Limestone,Four caves (Cave Complex),Internal (DS/OUV),,"Span of approximately 120,000 years",Internal (DS/OUV),,Neanderthal and early modern human populations,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,"Limestone cliffs, fossil sand dunes, fossil beaches, scree slopes",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,,,,,,,
1503,Nan Madol: Ceremonial Centre of Eastern Micronesia,Micronesia (Federated States of),Yes,"Basalt, Columnar Basalt, Coral Boulders","Remains of stone palaces, temples, tombs, mortuaries, domestic and residential domains, and seawalls / megalithic ceremonial centre; nan",Internal (DS/OUV),,1200–1500 CE (with ceremonial centre roots from ~1000 years ago),Internal (DS/OUV),,Saudeleur dynasty,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,Coral boulders,Internal (DS/OUV),,,,,Basalt / Columnar Basalt,Internal (DS/OUV),,,,,,,,,,,Columnar structure,Internal (DS/OUV),,,,,Quarries elsewhere on Pohnpei Island,Internal (DS/OUV),,Micronesia (Federated States of) / Pohnpei Island,Internal (DS/OUV),,Local (transported from elsewhere on the island of Pohnpei),Internal (DS/OUV),,,,,"Islet perimeter walls, megalithic structures, temples, palaces, tombs, residential domains",Internal (DS/OUV),,,,,Massive columnar basalt stones laid using a distinctive 'header-stretcher technique',Internal (DS/OUV),,"Siltation of waterways, overgrowth of vegetation, mangrove encroachment, storm surge effects, stonework collapse",Internal (DS/OUV),,,,,No reconstructions of original elements (restoration/conservation management under development),Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
1527,Caves and Ice Age Art in the Swabian Jura,Germany,Yes,Limestone,Caves (natural structures used as dwellings/sites); nan,Internal (DS/OUV),,"43,000 to 33,000 years ago (Aurignacian layers)",Internal (DS/OUV),,First modern humans in Europe / Neanderthals,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural cliffs and caves (protecting archaeological deposits),Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
1532,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,Yes,"Sandstone, Fired Brick, Laterite",Pre-Angkorian / Chenla Period Khmer Architecture (including octagonal temples reflecting flying octagonal palaces / Vimana Trivishtapa); nan,Internal (DS/OUV),,Late 6th and early 7th centuries AD (with repairs/modifications from 7th to 11th century),Internal (DS/OUV),,Chenla Empire / Kingdom,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fired brick and/or laterite for enclosure walls, central towers, and surrounding structures",Internal (DS/OUV),,"Sandstone used for decorative details (lintels, pediments, colonnades, and sculptures)",Internal (DS/OUV),,Brick construction with sandstone detailing and sympathetic brickwork restoration using traditional techniques,Internal (DS/OUV),,"Degradation caused by ravages of time, vagaries of climate, forest encroachment, decay, and recent historical conflict/war zone",Internal (DS/OUV),,Sympathetic restoration to damaged brickwork using old/traditional bricks,Internal (DS/OUV),,"Reversible, minor reconstruction focused on ensuring structural stability without hypothetical reconstruction",Internal (DS/OUV),,Poor,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1539,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,Yes,Not mentioned; but metallic zinc ore mention expected,"Underground mine adits, shafts, galleries, surface mining relics, waste heaps, and 19th-century steam water pumping station; nan",Internal (DS/OUV),,Mid-sixteenth to late-nineteenth century,Internal (DS/OUV),,Central European / Silesian Industrial,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,European metalliferous deposits ,Internal (DS/OUV),,,,,,,,"Lead, Silver, Zinc (Ore minerals mentioned; rock minerals NA)",Internal (DS/OUV),,,,,,,,,,,,,,"Shafts, adits, drainage tunnels, galleries, pumping station",Internal (DS/OUV),,,,,,,,,,,,,,Conservation Management Plan being developed; ongoing research and documentation,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1570,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,Yes,"Sandstone, ","Main Shiva temple in a walled temple complex with smaller temples and Mandapa structures; Kakatiyan style featuring sandbox foundations and light-weight porous ""floating bricks""; nan",Internal (DS/OUV),,Kakatiya Period (1123–1323 CE); temple construction began in 1213 CE and continued for ~40 years under rulers Rudradeva and Recharla Rudra,Internal (DS/OUV),,Kakatiya Dynasty,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Granite, Dolerite, Light-weight porous bricks (""floating bricks"") and sand (used in sandbox foundation)",Internal (DS/OUV),,,,,"Fine-grained, hard dolerite (chiseled to metallic polish); Sandstone; Granite",Internal (DS/OUV),,,,,,,,,,,Hard dolerite with a fine lustre / metallic finish; porous lightweight bricks,Internal (DS/OUV),,,,,,,,India,Internal (DS/OUV),,Local (Erected using five types of local materials),Internal (DS/OUV),,,,,"Sandstone: Main temple structure and walls


Granite: Columns and beams


Sand: Sandbox foundation


Porous Clay Bricks: Lightweight pyramidal Vimana (horizontally stepped tower)",Internal (DS/OUV),,"Dolerite: Carved bracket figures, sculptures, and detailed relief carvings with intact lustre",Internal (DS/OUV),,Sandbox foundation technology; mortise-and-tenon or interlocking stone joinery; anastylosis (planned/applied for Kameshwara temple),Internal (DS/OUV),,,,,Remanufactured lightweight floating bricks (reconstructed after studies to match 13th-century techniques),Internal (DS/OUV),,Well-preserved; highly intact visual and structural integrity; protected from natural disasters due to innovative earthquake-resistant construction techniques,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1577,Budj Bim Cultural Landscape,Australia,Yes,"Volcanic rock, Lava, Stone","Aquaculture system (channels, weirs, dams, ponds, sinkholes); nan",Internal (DS/OUV),,"Over a period of at least 6,600 years",Internal (DS/OUV),,Gunditjmara Aboriginal people,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,Volcanic rock / Lava flow,Internal (DS/OUV),,,,,Budj Bim lava flows,,,,,,,,,,,,,,,Australia,Internal (DS/OUV),,"Local (""abundant local volcanic rock"")",Internal (DS/OUV),,,,,"Constructed channels, weirs, and dams for water flow management",Internal (DS/OUV),,,,,"Stone-walled facilities, stone weirs",Internal (DS/OUV),,,,,,,,Reinstatement of traditional water flows via the construction of a cultural weir in 2010,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1590,Sanctuary of Bom Jesus do Monte in Braga,Portugal,Yes,Granite,"Architectural and landscape ensemble / Sacri Monti (sacred mount) featuring Baroque style buildings with whitewashed plaster façades, monumental stairway, chapels, church, fountains, and formal gardens; nan",Internal (DS/OUV),,"Architectural and landscape ensemble / Sacri Monti (sacred mount) featuring Baroque style buildings with whitewashed plaster façades, monumental stairway, chapels, church, fountains, and formal gardens",Internal (DS/OUV),,"Architectural and landscape ensemble / Sacri Monti (sacred mount) featuring Baroque style buildings with whitewashed plaster façades, monumental stairway, chapels, church, fountains, and formal gardens",Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Retaining and dividing walls, stairways, steps, patio, built structures, chapels, church",Internal (DS/OUV),,"Exposed stonework framing whitewashed plaster façades, fountains, ornaments, pavements, and statues",Internal (DS/OUV),,"Sculpted granite, exposed stonework, whitewashed plaster framing",Internal (DS/OUV),,,,,,,,"Preservation and restoration of church façades and roofing, 10 chapels, exterior/interior sculptures, murals, and stairway stretches; restoration of hotel units, funicular, Casa das Estampas, Colunata de Eventos",Internal (DS/OUV),,Good,Internal (DS/OUV),,,,,Tier 9: Unflagged,
1597,Writing-on-Stone / Áísínai’pi,Canada,Yes,Sandstone,"Indigenous, Plan, Traditional (Element: Wall); nan",Internal (DS/OUV),,"ca. 4,500 BP - 3,500 years BP and the Contact Period (1,000 years BP to mid-nineteenth century; oldest art possibly ca. 3,000 years BP).",Internal (DS/OUV),,Blackfoot Confederacy (Siksikáíítsitapi) / Indigenous peoples,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,Internal (DS/OUV),,Sandstone,Internal (DS/OUV),,,,,Hoodoos (columns of rock sculpted by erosion),Internal (DS/OUV),,,,,,,,,,,,,,Canada,Internal (DS/OUV),,Local (in situ archaeological remains),Internal (DS/OUV),,,,,Walls (Natural landscape features),Internal (DS/OUV),,Engravings and paintings (thousands of rock art images),Internal (DS/OUV),,,,,Erosion (sculpted the hoodoos),Internal (DS/OUV),,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
1599,Krzemionki Prehistoric Striped Flint Mining Region,Poland,Yes,"Limestone, Marble","Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops); nan",Internal (DS/OUV),,4th to 7th centuries AD (A.D. 296 – 7th Century AD),Internal (DS/OUV),,Early Christian / Coptic,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,"Limestone, Marble",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashlar masonry for main buildings / wall construction,Internal (DS/OUV),,"Columns (made of Marble), Mosaics, fine lime plaster",Internal (DS/OUV),,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Internal (DS/OUV),,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation",Internal (DS/OUV),,,,,Ongoing periodic maintenance and active dewatering project to lower underground water table,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
1610,Ombilin Coal Mining Heritage of Sawahlunto,Indonesia,Yes,Coal (industrial / strategic resource),"Colonial, Regency, Traditional Javanese, Purpose-built Industrial Mining Town; nan",Internal (DS/OUV),,Late 19th century to early 20th century,Internal (DS/OUV),,Netherlands East Indies / Colonial Indonesia,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,High-quality / Industrial-grade Bituminous Coal,Internal (DS/OUV),,Tertiary (Eocene to Miocene Ombilin Formation),Internal (DS/OUV),,Ombilin Formation,Internal (DS/OUV),,,,,,,,,,,Ombilin Basin Open-Pit Mines and Underground Tunnels (Sawahlunto),Internal (DS/OUV),,Indonesia (West Sumatra),Internal (DS/OUV),,Local geological resource extraction,Internal (DS/OUV),,155 km mountain rack railway linking Sawahlunto to Emmahaven Seaport,Internal (DS/OUV),,"Shaft and tunnel mine structures, railway bridges, tunnels, harbour silos, company town buildings",Internal (DS/OUV),,,,,"Rock-blast tunneling, inclined rail bridge construction, deep-bore vertical tunneling",Internal (DS/OUV),,Tropical conditions and rapid growth of vegetation causing degradation,Internal (DS/OUV),,,,,Revitalisation of the historic railway route and adaptive reuse of historic structures,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
