unesco_id,site_name,category,region,country,latitude,longitude,brief_description,ouv_statement,criteria,confidence_v2,score_v2,stone_count_v2,stone_types_found_v2,stone_geological_class_v2,named_trade_stones_v2,decorative_minerals_v2,construction_terms_v2,architectural_elements_v2,matched_title_terms_v2,matched_categories_v2,unesco_url
988,Catalan Romanesque Churches of the Vall de Boí,Cultural,Europe and North America,Spain,,,"The narrow Vall de Boí is situated in the high Pyrénées, in the Alta Ribagorça region and is surrounded by steep mountains. Each village in the valley contains a Romanesque church, and is surrounded by a pattern of enclosed fields. There are extensive seasonally-used grazing lands on the higher slopes.","Criterion (ii): The significant developments in Romanesque art and architecture in the churches of the Vall de Boí testify to profound cultural interchange across medieval Europe, and in particular across the mountain barrier of the Pyrenees.
Criterion (iv): The Churches of the Vall de Boí are an especially pure and consistent example of Romanesque art in a virtually untouched rural setting.",(ii)(iv),MEDIUM,4,0,,,,,,church,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/988
1575,Barberton Makhonjwa Mountains,Natural,Africa,South Africa,,,"Situated in north-eastern South Africa, the Barberton Makhonjwa Mountains comprises 40% of the Barberton Greenstone Belt, one of the world’s oldest geological structures. The property represents the best-preserved succession of volcanic and sedimentary rock dating back 3.6 to 3.25 billion years and forms a diverse repository of information on surface conditions, meteorite impacts, volcanism, continent-building processes and the environment of early life.",,(viii),MEDIUM,4,1,greenstone,Metamorphic,,,,,,OUV_Stone,https://whc.unesco.org/en/list/1575
811,Old Town of Lijiang,Cultural,Asia and the Pacific,China,,,"The Old Town of Lijiang, which is perfectly adapted to the uneven topography of this key commercial and strategic site, has retained a historic townscape of high quality and authenticity. Its architecture is noteworthy for the blending of elements from several cultures that have come together over many centuries. Lijiang also possesses an ancient water-supply system of great complexity and ingenuity that still functions effectively today.","The Committee decided to inscribe this site on the basis of cultural criteria (ii), (iv) and (v). Lijiang is an exceptional ancient town set in a dramatic landscape which represents the harmonious fusion of different cultural traditions to produce an urban landscape of outstanding quality.",(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/811
976,Gyeongju Historic Areas,Cultural,Asia and the Pacific,Republic of Korea,,,"The Gyeongju Historic Areas contain a remarkable concentration of outstanding examples of Korean Buddhist art, in the form of sculptures, reliefs, pagodas, and the remains of temples and palaces from the flowering, in particular between the 7th and 10th centuries, of this form of unique artistic expression.","Criterion (ii) The Gyeongju Historic Areas contain a number of sites and monuments of exceptional significance in the development of Buddhist and secular architecture in Korea. Criterion (iii) The Korean peninsula was ruled for nearly a thousand years by the Silla dynasty, and the sites and monuments in and around Gyeongju (including the holy mountain of Namsan) bear outstanding testimony to its cultural achievements.",(ii)(iii),MEDIUM,4,0,,,,,,pagoda; palace; temple,,Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/976
960,Monastery of Geghard and the Upper Azat Valley,Cultural,Europe and North America,Armenia,,,"The monastery of Geghard contains a number of churches and tombs, most of them cut into the rock, which illustrate the very peak of Armenian medieval architecture. The complex of medieval buildings is set into a landscape of great natural beauty, surrounded by towering cliffs at the entrance to the Azat Valley.","Criterion (ii): The monastery of Geghard, with its remarkable rock-cut churches and tombs, is an exceptionally well preserved and complete example of medieval Armenian monastic architecture and decorative art, with many innovatory features which had a profound influence on subsequent developments in the region.",(ii),MEDIUM,4,0,,,,,rock cut,church; monastery; tomb; tower,,Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/960
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Cultural,Latin America and the Caribbean,Costa Rica,,,"The property includes four archaeological sites located in the Diquís Delta in southern Costa Rica, which are considered unique examples of the complex social, economic and political systems of the period AD 500–1500. They contain artificial mounds, paved areas, burial sites and, most significantly, a collection of stone spheres, between 0.7 m and 2.57 m in diameter, whose meaning, use and production remain largely a mystery. The spheres are distinctive for their perfection, number, size and density, and placement in original locations. Their preservation from the looting that befell the vast majority of archaeological sites in Costa Rica has been attributed to the thick layers of sediment that kept them buried for centuries.",,(iii),HIGH,4,0,,,,,,,stone,Title_Stone_Keyword,https://whc.unesco.org/en/list/1453
777,Monasteries of Haghpat and Sanahin,Cultural,Europe and North America,Armenia,,,"These two Byzantine monasteries in the Tumanian region from the period of prosperity during the Kiurikian dynasty (10th to 13th century) were important centres of learning. Sanahin was renown for its school of illuminators and calligraphers. The two monastic complexes represent the highest flowering of Armenian religious architecture, whose unique style developed from a blending of elements of Byzantine ecclesiastical architecture and the traditional vernacular architecture of the Caucasian region.",The Committee decided to inscribe the Monastery of Haghpat on the basis of cultural criteria (ii) and (iv) considering that it is of outstanding universal value and an exceptional example of ecclesiastical architecture that developed in Armenia in the 10th to 13th centuries which is unique by virtue of its blending of elements of both Byzantine church architecture and the traditional vernacular building style of this region.,(ii)(iv),MEDIUM,4,0,,,,,,church; monastery,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/777
816,Changdeokgung Palace Complex,Cultural,Asia and the Pacific,Republic of Korea,,,"In the early 15th century, the King Taejong ordered the construction of a new palace at an auspicious site. A Bureau of Palace Construction was set up to create the complex, consisting of a number of official and residential buildings set in a garden that was cleverly adapted to the uneven topography of the 58-ha site. The result is an exceptional example of Far Eastern palace architecture and design, blending harmoniously with the surrounding landscape.","The Committee decided to inscribe this property on the basis of criteria (ii), (iii) and (iv), considering that the Changdeogung Palace Complex is an outstanding example of Far Eastern palace architecture and garden design, exceptional for the way in which the buildings are integrated into and harmonized with the natural setting, adapting to the topography and retaining indigenous tree cover.",(ii)(iii)(iv),MEDIUM,4,0,,,,,,palace,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/816
784,Historic Centre of the City of Salzburg,Cultural,Europe and North America,Austria,,,"Salzburg has managed to preserve an extraordinarily rich urban fabric, developed over the period from the Middle Ages to the 19th century when it was a city-state ruled by a prince-archbishop. Its Flamboyant Gothic art attracted many craftsmen and artists before the city became even better known through the work of the Italian architects Vincenzo Scamozzi and Santini Solari, to whom the centre of Salzburg owes much of its Baroque appearance. This meeting-point of northern and southern Europe perhaps sparked the genius of Salzburg&rsquo;s most famous son, Wolfgang Amadeus Mozart, whose name has been associated with the city ever since.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (ii), (iv) and (vi) and considered that the site is of outstanding universal value being an important example of a European ecclesiastical city- state which preserves to a remarkable degree its dramatic townscape, its historically significant urban fabric and a large number of outstanding ecclesiastical and secular buildings from several centuries. It is also noteworthy for its associations with the arts, and in particular with music in the person of its famous son, Wolfgang Amadeus Mozart.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/784
526,Colonial City of Santo Domingo,Cultural,Latin America and the Caribbean,Dominican Republic,,,"After Christopher Columbus's arrival on the island in 1492, Santo Domingo became the site of the first cathedral, hospital, customs house and university in the Americas. This colonial town, founded in 1498, was laid out on a grid pattern that became the model for almost all town planners in the New World.",,(ii)(iv)(vi),MEDIUM,4,0,,,,,,cathedral,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/526
1678,Astronomical Observatories of Kazan Federal University,Cultural,Europe and North America,Russian Federation,,,"The property is comprised of two component parts: one in the historical centre of Kazan and the other in a forested suburban area west of the city. The Kazan City Astronomical Observatory, built in 1837, is located on the University campus and the building is characterized by a semi-circular façade and three towers with domes built to house astronomical instruments. The suburban Engelhardt Astronomical Observatory includes structures for sky observations and residential buildings, all located within a park. The observatories have been preserved complete with astronomical instruments and today perform mainly educational functions.",,(ii)(iv),MEDIUM,4,0,,,,,,dome; tower,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1678
495,"Strasbourg, Grande-Île and Neustadt",Cultural,Europe and North America,France,,,"The initial property, inscribed in 1988 on the World Heritage List, was formed by the Grande-Île, the historic centre of Strasbourg, structured around the cathedral. The extension concerns the Neustadt, new town, designed and built under the German administration (1871-1918). The Neustadt draws the inspiration for its urban layout partially from the Haussmannian model, while adopting an architectural idiom of Germanic inspiration. This dual influence has enabled the creation of an urban space that is specific to Strasbourg, where the perspectives created around the cathedral open to a unified landscape around the rivers and canals.",,(ii)(iv),MEDIUM,4,0,,,,,,cathedral,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/495
868,Routes of Santiago de Compostela in France,Cultural,Europe and North America,France,,,"Santiago de Compostela was the supreme goal for countless thousands of pious pilgrims who converged there from all over Europe throughout the Middle Ages. To reach Spain pilgrims had to pass through France, and the group of important historical monuments included in this inscription marks out the four routes by which they did so.","Criterion (ii): The Pilgrimage Route of Santiago de Compostela played a key role in religious and cultural exchange and development during the later Middle Ages, and this is admirably illustrated by the carefully selected monuments on the routes followed by pilgrims in France.
Criterion (iv): The spiritual and physical needs of pilgrims travelling to Santiago de Compostela were met by the development of a number of specialized types of edifice, many of which originated or were further developed on the French sections.
Criterion (vi): The Pilgrimage Route of Santiago de Compostela bears exceptional witness to the power and influence of Christian faith among people of all classes and countries in Europe during the Middle Ages.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/868
1031,Historic Centre of Guimarães and Couros Zone,Cultural,Europe and North America,Portugal,,,"The historic town of Guimarães is associated with the emergence of the Portuguese national identity in the 12th century. An exceptionally well-preserved and authentic example of the evolution of a medieval settlement into a modern town, its rich building typology exemplifies the specific development of Portuguese architecture from the 15th to 19th century through the consistent use of traditional building materials and techniques. The property includes two monastic complexes and an industrial area, the Couros Zone, which, like the local river, was named after the traditional craft of leather tanning. Evidence of the craft, though no longer practiced, persists in the form of tanneries, workers' houses and urban spaces from the 19th and early 20th centuries. The property bears witness to a thousand years of Portuguese urban, architectural and societal developments.",,(ii)(iii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1031
1387,University of Coimbra – Alta and Sofia,Cultural,Europe and North America,Portugal,,,"Situated on a hill overlooking the city, the University of Coimbra with its colleges grew and evolved over more than seven centuries within the old town. Notable university buildings include the 12th century Cathedral of Santa Cruz and a number of 16th century colleges,  the Royal Palace of Alcáçova, which has housed the University since 1537, the Joanine Library with its rich baroque decor, the 18th century Botanical Garden and University Press, as well as the large “University City” created during the 1940s. The University’s edifices became a reference in the development of other institutions of higher education in the Portuguese-speaking world where it also exerted a major influence on learning and literature. Coimbra offers an outstanding example of an integrated university city with a specific urban typology as well as its own ceremonial and cultural traditions that have been kept alive through the ages.",,(ii)(iv)(vi),MEDIUM,4,0,,,,,,cathedral; palace,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1387
1728,Møns Klint,Natural,Europe and North America,Denmark,,,"Featuring a dramatic glaciotectonic landscape shaped by Pleistocene glaciers, the property includes chalk cliffs, rolling hills, kame and kettle topography, and outwash plains. Visible cliff cross-sections reveal intense folding and faulting of Cretaceous chalk and Quaternary sediments. The area supports rare habitats like calcareous grasslands and beech forests, hosting diverse flora and fauna, including 18 species of orchid, and the almost-threatened Large Blue butterfly. Erosion continuously exposes fossils and reshapes the cliffs.",,(viii),MEDIUM,4,1,chalk,Sedimentary,,,,,,OUV_Stone,https://whc.unesco.org/en/list/1728
857,"La Grand-Place, Brussels",Cultural,Europe and North America,Belgium,,,"La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre.","Criterion (ii): The Grand-Place is an outstanding example of the eclectic and highly successful blending of architectural and artistic styles that characterizes the culture and society of this region.
Criterion (iv): Through the nature and quality of its architecture and of its outstanding quality as a public open space, the Grand-Place illustrates in an exceptional way the evolution and achievements of a highly successful mercantile city of northern Europe at the height of its prosperity.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/857
1116,Quebrada de Humahuaca,Cultural,Latin America and the Caribbean,Argentina,,,"Quebrada de Humahuaca follows the line of a major cultural route, the Camino Inca, along the spectacular valley of the Rio Grande, from its source in the cold high desert plateau of the High Andean lands to its confluence with the Rio Leone some 150 km to the south. The valley shows substantial evidence of its use as a major trade route over the past 10,000 years. It features visible traces of prehistoric hunter-gatherer communities, of the Inca Empire (15th to 16th centuries) and of the fight for independence in the 19th and 20th centuries.","Criterion (ii): The Quebrada de Humahuaca valley has been used over the past 10,000 years as a crucial passage for the transport of people and ideas from the high Andean lands to the plains.
Criteria (iv) and (v): The Quebrada de Humahuaca valley reflects the way its strategic position has engendered settlement, agriculture and trade. Its distinctive pre-Hispanic and pre-Incan settlements, as a group with their associated field systems, form a dramatic addition to the landscape and one that can certainly be called outstanding.",(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1116
995,Jesuit Block and Estancias of Córdoba,Cultural,Latin America and the Caribbean,Argentina,,,"The Jesuit Block in Córdoba, heart of the former Jesuit Province of Paraguay, contains the core buildings of the Jesuit system: the university, the church and residence of the Society of Jesus, and the college. Along with the five estancias, or farming estates, they contain religious and secular buildings, which illustrate the unique religious, social, and economic experiment carried out in the world for a period of over 150 years in the 17th and 18th centuries.","Criterion (ii): The Jesuit buildings and ensembles of Córdoba and the estancias are exceptional examples of the fusion of European and indigenous values and cultures during a seminal period in South America.
Criterion (iv): The religious, social, and economic experiment carried out in South America for over 150 years by the Society of Jesus produced a unique form of material expression, which is illustrated by the Jesuit buildings and ensembles of Córdoba and the estancias.",(ii)(iv),MEDIUM,4,0,,,,,,church,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/995
785,Semmering Railway,Cultural,Europe and North America,Austria,,,"The Semmering Railway, built over 41 km of high mountains between 1848 and 1854, is one of the greatest feats of civil engineering from this pioneering phase of railway building. The high standard of the tunnels, viaducts and other works has ensured the continuous use of the line up to the present day. It runs through a spectacular mountain landscape and there are many fine buildings designed for leisure activities along the way, built when the area was opened up due to the advent of the railway.","Criterion (ii): The Semmering Railway represents an outstanding technological solution to a major physical problem in the construction of early railways.
Criterion (iv): With the construction of the Semmering Railway, areas of great natural beauty became more easily accessible and as a result these were developed for residential and recreational use, creating a new form of cultural landscape.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/785
993,Historic Centre of the Town of Goiás,Cultural,Latin America and the Caribbean,Brazil,,,"Goiás testifies to the occupation and colonization of the lands of central Brazil in the 18th and 19th centuries. The urban layout is an example of the organic development of a mining town, adapted to the conditions of the site. Although modest, both public and private architecture form a harmonious whole, thanks to the coherent use of local materials and vernacular techniques.","Criterion ii: In its layout and architecture the historic town of Goiás is an outstanding example of a European town admirably adapted to the climatic, geographical and cultural constraints of central South America.
Criterion iv: Goiás represents the evolution of a form of urban structure and architecture characteristic of the colonial settlement of South America, making full use of local materials and techniques and conserving its exceptional setting.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/993
624,Town of Bamberg,Cultural,Europe and North America,Germany,,,"From the 10th century onwards, this town became an important link with the Slav peoples, especially those of Poland and Pomerania. During its period of greatest prosperity, from the 12th century onwards, the architecture of Bamberg strongly influenced northern Germany and Hungary. In the late 18th century it was the centre of the Enlightenment in southern Germany, with eminent philosophers and writers such as Hegel and Hoffmann living there.",,(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/624
687,Völklingen Ironworks,Cultural,Europe and North America,Germany,,,"The ironworks, which cover some 6 ha, dominate the city of Völklingen. Although they have recently gone out of production, they are the only intact example, in the whole of western Europe and North America, of an integrated ironworks that was built and equipped in the 19th and 20th centuries and has remained intact.",,(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/687
1697,Nyungwe National Park,Natural,Africa,Rwanda,,,"This serial property represents an important area for rainforest conservation in Central Africa. The property is home to intact forests and peat bogs, moors, thickets and grasslands, providing habitats to a highly diverse flora and fauna. The Park also contains the most significant natural habitats for a number of species found nowhere else in the world, including the globally threatened Eastern Chimpanzee (Pan troglodytes schweinfurthii), Golden Monkey (Cercopithecus mitis ssp. kandti) and the Critically Endangered Hills Horseshoe Bat (Rhinolophus hillorum). There are also 12 mammal and seven bird species that are globally threatened, and with 317 species of birds recorded, Nyungwe National Park is one of the most important sites for bird conservation in Africa.",,(x),MEDIUM,4,1,peat,Sedimentary,,,,,,OUV_Stone,https://whc.unesco.org/en/list/1697
896,"Museumsinsel (Museum Island), Berlin",Cultural,Europe and North America,Germany,,,"The museum as a social phenomenon owes its origins to the Age of Enlightenment in the 18th century. The five museums on the Museumsinsel in Berlin, built between 1824 and 1930, are the realization of a visionary project and show the evolution of approaches to museum design over the course of the 20th century. Each museum was designed so as to establish an organic connection with the art it houses. The importance of the museum's collections &ndash; which trace the development of civilizations throughout the ages &ndash; is enhanced by the urban and architectural quality of the buildings.","Criterion (ii): The Berlin Museumsinsel is a unique ensemble of museum buildings which illustrates the evolution of modern museum design over more than a century.
Criterion (iv): The art museum is a social phenomenon that owes its origins to the Age of Enlightenment and its extension to all people to the French Revolution. The Museumsinsel is the most outstanding example of this concept given material form and a symbolic central urban setting.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/896
897,Wartburg Castle,Cultural,Europe and North America,Germany,,,"Wartburg Castle blends superbly into its forest surroundings and is in many ways 'the ideal castle'. Although it has retained some original sections from the feudal period, the form it acquired during the 19th-century reconstitution gives a good idea of what this fortress might have been at the height of its military and seigneurial power. It was during his exile at Wartburg Castle that Martin Luther translated the New Testament into German.","Criterion (iii): The Castle of Wartburg is an outstanding monument of the feudal period in central Europe.
Criterion (vi): The Castle of Wartburg is rich in cultural associations, most notably its role as the place of exile of Martin Luther, who composed his German translation of the New Testament there. It is also a powerful symbol of German integration and unity.",(iii)(vi),HIGH,4,0,,,,,,castle; fortress,castle,Title_Stone_Keyword,https://whc.unesco.org/en/list/897
863,Historic Centre of Santa Ana de los Ríos de Cuenca,Cultural,Latin America and the Caribbean,Ecuador,,,"Santa Ana de los Ríos de Cuenca is set in a valley surrounded by the Andean mountains in the south of Ecuador. This inland colonial town (entroterra ), now the country's third city, was founded in 1557 on the rigorous planning guidelines issued 30 years earlier by the Spanish king Charles V. Cuenca still observes the formal orthogonal town plan that it has respected for 400 years. One of the region's agricultural and administrative centres, it has been a melting pot for local and immigrant populations. Cuenca's architecture, much of which dates from the 18th century, was 'modernized' in the economic prosperity of the 19th century as the city became a major exporter of quinine, straw hats and other products.",Criterion (ii): Cuenca illustrates the successful implantation of the principles of Renaissance urban planning in the Americas. Criterion (iv): The successful fusion of different societies and cultures in Latin America is vividly symbolized by the layout and townscape of Cuenca. Criterion (v): Cuenca is an outstanding example of a planned inland Spanish colonial city.,(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/863
429,New Lanark,Cultural,Europe and North America,United Kingdom of Great Britain and Northern Ireland,,,"New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious and well-designed workers' housing, and the dignified educational institute and school still testify to Owen's humanism.","Criterion (ii): When Richard Arkwright&rsquo;s new factory system for textile production was brought to New Lanark the need to provide housing and other facilities to the workers and managers was recognized. It was there that Robert Owen created a model for industrial communities that was to spread across the world in the 19th and 20th centuries.
Criterion (iv): New Lanark saw the construction not only of well designed and equipped workers&rsquo; housing but also public buildings designed to improve their spiritual as well as their physical needs.
Criterion (vi): The name of New Lanark is synonymous with that of Robert Owen and his social philosophy in matters such as progressive education, factory reform, humane working practices, international cooperation, and garden cities, which was to have a profound influence on social developments throughout the 19th century and beyond.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/429
1066,Upper Middle Rhine Valley,Cultural,Europe and North America,Germany,,,"The 65km-stretch of the Middle Rhine Valley, with its castles, historic towns and vineyards, graphically illustrates the long history of human involvement with a dramatic and varied natural landscape. It is intimately associated with history and legend and for centuries has exercised a powerful influence on writers, artists and composers.","Criterion (ii): As one of the most important transport routes in Europe, the Middle Rhine Valley has for two millennia facilitated the exchange of culture between the Mediterranean region and the north.
Criterion (iv): The Middle Rhine Valley is an outstanding organic cultural landscape, the present-day character of which is determined both by its geomorphological and geological setting and by the human interventions, such as settlements, transport infrastructure, and land-use, that it has undergone over two thousand years.
Criterion (v): The Middle Rhine Valley is an outstanding example of an evolving traditional way of life and means of communication in a narrow river valley. The terracing of its steep slopes in particular has shaped the landscape in many ways for more than two millennia. However, this form of land-use is under threat from the socio-economic pressures of the present day.",(ii)(iv)(v),MEDIUM,4,0,,,,,,castle,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1066
872,Historic Site of Lyon,Cultural,Europe and North America,France,,,"The long history of Lyon, which was founded by the Romans in the 1st century B.C. as the capital of the Three Gauls and has continued to play a major role in Europe's political, cultural and economic development ever since, is vividly illustrated by its urban fabric and the many fine historic buildings from all periods.","Criterion (ii): Lyon bears exceptional testimony to the continuity of urban settlement over more than two millennia on a site of great commercial and strategic significance, where cultural traditions from many parts of Europe have come together to create a coherent and vigorous continuing community.
Criterion (iv): By virtue of the special way in which it has developed spatially, Lyon illustrates in an exceptional way the progress and evolution of architectural design and town planning over many centuries.",(ii)(iv),MEDIUM,4,0,,,,,capital,capital,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/872
19,"Fasil Ghebbi, Gondar Region",Cultural,Africa,Ethiopia,,,"In the 16th and 17th centuries, the fortress-city of Fasil Ghebbi was the residence of the Ethiopian emperor Fasilides and his successors. Surrounded by a 900-m-long wall, the city contains palaces, churches, monasteries and unique public and private buildings marked by Hindu and Arab influences, subsequently transformed by the Baroque style brought to Gondar by the Jesuit missionaries.",,(ii)(iii),MEDIUM,4,0,,,,,,church; fortress; monastery; palace; wall,,Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/19
479,Town of Luang Prabang,Cultural,Asia and the Pacific,Lao People's Democratic Republic,,,"Luang Prabang is an outstanding example of the fusion of traditional architecture and Lao urban structures with those built by the European colonial authorities in the 19th and 20th centuries. Its unique, remarkably well-preserved townscape illustrates a key stage in the blending of these two distinct cultural traditions.",,(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/479
10,Lower Valley of the Awash,Cultural,Africa,Ethiopia,,,"The Awash valley contains one of the most important groupings of palaeontological sites on the African continent. The remains found at the site, the oldest of which date back at least 4 million years, provide evidence of human evolution which has modified our conception of the history of humankind. The most spectacular discovery came in 1974, when 52 fragments of a skeleton enabled the famous Lucy to be reconstructed.",,(ii)(iii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/10
111,Bale Mountains National Park,Natural,Africa,Ethiopia,,,"This property protects a landscape mosaic of extraordinary beauty that is shaped by the combined forces of ancient lava outpourings, glaciation and the dissection by the Great Rift Valley. It features volcanic peaks and ridges, dramatic escarpments, sweeping valleys, glacial lakes, lush forests, deep gorges and numerous waterfalls, creating exceptional natural beauty. The property harbours diverse and unique biodiversity at ecosystem, species and genetic levels, and five major rivers originate within the Park, estimated to supply water and support the livelihoods of millions of people in and beyond Ethiopia.",,(vii)(x),MEDIUM,4,1,lava,Igneous,,,,,,OUV_Stone,https://whc.unesco.org/en/list/111
13,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Cultural,Africa,Ethiopia,,,"Located in the Upper Awash Valley in Ethiopia, the serial property is a cluster of prehistoric sites that preserve archaeological and palaeontological records – including footprints – that testify to the area’s occupation by the hominin groups from two million years ago. The sites, situated about 2,000 to 2,200 metres above sea level, yielded Homo erectus, Homo heidelbergensis and archaic Homo sapiens fossils, documented in well-dated strata in association with various tools made from volcanic rocks. The cultural sequence includes four consecutive phases of the Oldowan, Acheulean, Middle Stone Age and Late Stone Age techno-complexes. Fragments of palaeo-landscapes, preserved buried under volcanic and sedimentary deposits with fossil fauna and flora, allow reconstruction of the high-mountain ecosystem of the Ethiopian Highlands during the Pleistocene. Conclusions can thus be drawn on the adaptation of hominin groups to the challenges and climatic conditions of high altitudes.",,(iii)(iv)(v),MEDIUM,4,1,volcanic rock,Igneous,,,,,,Criterion_iv; OUV_Stone,https://whc.unesco.org/en/list/13
1399,Levuka Historical Port Town,Cultural,Asia and the Pacific,Fiji,,,"The town and its low line of buildings set among coconut and mango trees along the beach front was the first colonial capital of Fiji, ceded to the British in 1874. It developed from the early 19th century as a centre of commercial activity by Americans and Europeans who built warehouses, stores, port facilities, residences, and religious, educational and social institutions around the villages of the South Pacific island’s indigenous population. It is a rare example of a late colonial port town that was influenced in its development by the indigenous community which continued to outnumber the European settlers. Thus the town, an outstanding example of late 19th century Pacific port settlements, reflects the integration of local building traditions by a supreme naval power, leading to the emergence of a unique landscape.",,(ii)(iv),MEDIUM,4,0,,,,,capital,capital,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1399
1765,Jingdezhen Handicraft Porcelain Industry Sites,Cultural,Asia and the Pacific,China,,,"The serial property portrays the evolution of the production of handicraft porcelain from the 10th to 19th centuries that had profound industrial, artistic and trading influences in China and beyond globally. The five component parts reflect the processes of the production of porcelain, including the extraction and transportation of raw materials, innovations in kiln design and the spatial and social organisation of production on an immense scale. The town area featured the Imperial Kiln alongside civilian kilns, guilds and merchant associations. Jingdezhen was a centre of technological innovation in porcelain production, including the “binary formula” of mixing kaolin and porcelain stone. Porcelain of the highest quality was produced at Jingdezhen, and its blue-and-white porcelain and designs became a prized global commodity and a symbol of Chinese culture and artistry.",,(ii)(iii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1765
980,Historic and Architectural Complex of the Kazan Kremlin,Cultural,Europe and North America,Russian Federation,,,"Built on an ancient site, the Kazan Kremlin dates from the Muslim period of the Golden Horde and the Kazan Khanate. It was conquered by Ivan the Terrible in 1552 and became the Christian See of the Volga Land. The only surviving Tatar fortress in Russia and an important place of pilgrimage, the Kazan Kremlin consists of an outstanding group of historic buildings dating from the 16th to 19th centuries, integrating remains of earlier structures of the 10th to 16th centuries.","Criterion (ii): The Kazan Kremlin complex represents exceptional testimony of historical continuity and cultural diversity over a long period of time, resulting in an important interchange of values generated by the different cultures.
Criterion (iii): The historic citadel represents an exceptional testimony of the Khanate period and is the only surviving Tatar fortress with traces of the original town-planning conception.
Criterion (iv): The site and its key monuments represent an outstanding example of a synthesis of Tatar and Russian influences in architecture, integrating different cultures (Bulgar, Golden Horde, Tatar, Italian, and Russian), as well as showing the impact of Islam and Christianity.",(ii)(iii)(iv),MEDIUM,4,0,,,,,,fortress,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/980
