unesco_id,site_name,category,brief_description,ouv_statement,criteria,country,region,year_inscribed,latitude,longitude,is_endangered,is_transnational,iso_code,unesco_url
1393,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Cultural,"<p>Situated on the western slopes of the Mount Carmel range, the site includes the caves of Tabun, Jamal, el-Wad and Skhul. Ninety years of archaeological research have revealed a cultural sequence of unparalleled duration, providing an archive of early human life in south-west Asia. This 54 ha property contains cultural deposits representing at least 500,000 years of human evolution demonstrating the unique existence of both Neanderthals andEarly Anatomically Modern Humans within the same Middle Palaeolithic cultural framework, the Mousterian. Evidence from numerous Natufian burials and early stone architecture represents the transition from a hunter-gathering lifestyle to agriculture and animal husbandry. As a result, the caves have become a key site of the chrono-stratigraphic framework for human evolution in general, and the prehistory of the Levant in particular.</p>
<p><span lang=""EN""> </span></p>",,(iii)(v),Israel,Europe and North America,2012,32.6686111111,34.9680555556,0,0,il,https://whc.unesco.org/en/list/1393
1471,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Cultural,"<p><span>Consisting of a series of catacombs, the necropolis developed from the 2</span><sup>nd</sup><span> century AD as the primary Jewish burial place outside Jerusalem following the failure of the second Jewish revolt against Roman rule. Located southeast of the city of Haifa, these catacombs are a treasury of artworks and inscriptions in Greek, Aramaic, Hebrew and Palmyrene. Bet She’arim bears unique testimony to ancient Judaism under the leadership of Rabbi Judah the Patriarch, who is credited with Jewish renewal after 135 AD.</span></p>",,(ii)(iii),Israel,Europe and North America,2015,32.7022222222,35.1269444444,0,0,il,https://whc.unesco.org/en/list/1471
93,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Cultural,"<p>The refectory of the Convent of Santa Maria delle Grazie forms an integral part of this architectural complex, begun in Milan in 1463 and reworked at the end of the 15th century by Bramante. On the north wall is <em>The Last Supper</em>, the unrivalled masterpiece painted between 1495 and 1497 by Leonardo da Vinci, whose work was to herald a new era in the history of art.</p>",,(i)(ii),Italy,Europe and North America,1980,45.466,9.171,0,0,it,https://whc.unesco.org/en/list/93
94,Rock Drawings in Valcamonica,Cultural,"<p>Valcamonica, situated in the Lombardy plain, has one of the world's greatest collections of prehistoric petroglyphs – more than 140,000 symbols and figures carved in the rock over a period of 8,000 years and depicting themes connected with agriculture, navigation, war and magic.</p>",,(iii)(vi),Italy,Europe and North America,1979,45.95705556,10.29733333,0,0,it,https://whc.unesco.org/en/list/94
174,Historic Centre of Florence,Cultural,"<p>Built on the site of an Etruscan settlement, Florence, the symbol of the Renaissance, rose to economic and cultural pre-eminence under the Medici in the 15th and 16th centuries. Its 600 years of extraordinary artistic activity can be seen above all in the 13th-century cathedral (Santa Maria del Fiore), the Church of Santa Croce, the Uffizi and the Pitti Palace, the work of great masters such as Giotto, Brunelleschi, Botticelli and Michelangelo.</p>",,(i)(ii)(iii)(iv)(vi),Italy,Europe and North America,1982,43.77306,11.25611,0,0,it,https://whc.unesco.org/en/list/174
175,Medici Villas and Gardens in Tuscany,Cultural,"<p>Twelve villas and two gardens spread across the Tuscan landscape make up this site which bears testimony to the influence the Medici family exerted over modern European culture through its patronage of the arts. Built between the 15th&nbsp;and 17th&nbsp;centuries, they represent an innovative system of construction in harmony with nature and dedicated to leisure, the arts and knowledge. The villas embody an innovative form and function, a new type of princely residence that differed from both the farms owned by rich Florentines of the period and from the military might of baronial castles. The Medici villas form the first example of the connection between architecture, gardens, and the environment and became an enduring reference for princely residences throughout Italy and Europe. Their gardens and integration into the natural environment helped develop the appreciation of landscape characteristic Humanism and the Renaissance.</p>",,(ii)(iv)(vi),Italy,Europe and North America,2013,43.8577777778,11.3041666667,0,0,it,https://whc.unesco.org/en/list/175
394,Venice and its Lagoon,Cultural,"<p>Founded in the 5th century and spread over 118 small islands, Venice became a major maritime power in the 10th century. The whole city is an extraordinary architectural masterpiece in which even the smallest building contains works by some of the world's greatest artists such as Giorgione, Titian, Tintoretto, Veronese and others.</p>",,(i)(ii)(iii)(iv)(v)(vi),Italy,Europe and North America,1987,45.43430556,12.33894444,0,0,it,https://whc.unesco.org/en/list/394
395,"Piazza del Duomo, Pisa",Cultural,"Standing in a large green expanse, Piazza del Duomo houses a group of monuments known the world over. These four masterpieces of medieval architecture – the cathedral, the baptistry, the campanile (the 'Leaning Tower') and the cemetery – had a great influence on monumental art in Italy from the 11th to the 14th century.",,(i)(ii)(iv)(vi),Italy,Europe and North America,1987,43.72305556,10.39638889,0,0,it,https://whc.unesco.org/en/list/395
398,Castel del Monte,Cultural,"<p>When the Emperor Frederick II built this castle near Bari in the 13th century, he imbued it with symbolic significance, as reflected in the location, the mathematical and astronomical precision of the layout and the perfectly regular shape. A unique piece of medieval military architecture, Castel del Monte is a successful blend of elements from classical antiquity, the Islamic Orient and north European Cistercian Gothic.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii) and (iii) considering that the site is of outstanding universal value in its formal perfection and its harmonious blending of cultural elements from northern Europe, the Muslim world, and classical antiquity. Castel del Monte is a unique masterpiece of medieval military architecture, reflecting the humanism of its founder, Frederick II of Hohenstaufen.</p>",(i)(ii)(iii),Italy,Europe and North America,1996,41.08480556,16.27094444,0,0,it,https://whc.unesco.org/en/list/398
549,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",Cultural,"<p>The monumental complex at Caserta, created by the Bourbon king Charles III in the mid-18th century to rival Versailles and the Royal Palace in Madrid, is exceptional for the way in which it brings together a magnificent palace with its park and gardens, as well as natural woodland, hunting lodges and a silk factory. It is an eloquent expression of the Enlightenment in material form, integrated into, rather than imposed on, its natural setting.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii) and (iv), considering that the monumental complex at Caserta, whilst cast in the same mould as other 18th century royal establishments, is exceptional for the broad sweep of its design, incorporating not only an imposing palace and park, but also much of the surrounding natural landscape and an ambitious new town laid out according to the urban planning precepts of its time. The industrial complex of the Belvedere, designed to produce silk, is also of outstanding interest because of the idealistic principles that underlay its original conception and management.</p>",(i)(ii)(iii)(iv),Italy,Europe and North America,1997,41.07333,14.32639,0,0,it,https://whc.unesco.org/en/list/549
550,Historic Centre of San Gimignano,Cultural,"<p>'San Gimignano delle belle Torri' is in Tuscany, 56 km south of Florence. It served as an important relay point for pilgrims travelling to or from Rome on the Via Francigena. The patrician families who controlled the town built around 72 tower-houses (some as high as 50 m) as symbols of their wealth and power. Although only 14 have survived, San Gimignano has retained its feudal atmosphere and appearance. The town also has several masterpieces of 14th- and 15th-century Italian art.</p>",,(i)(iii)(iv),Italy,Europe and North America,1990,43.46806,11.04167,0,0,it,https://whc.unesco.org/en/list/550
670,The Sassi and the Park of the Rupestrian Churches of Matera,Cultural,"<p>This is the most outstanding, intact example of a troglodyte settlement in the Mediterranean region, perfectly adapted to its terrain and ecosystem. The first inhabited zone dates from the Palaeolithic, while later settlements illustrate a number of significant stages in human history. Matera is in the southern region of Basilicata.</p>",,(iii)(iv)(v),Italy,Europe and North America,1993,40.66638889,16.61027778,0,0,it,https://whc.unesco.org/en/list/670
712,City of Vicenza and the Palladian Villas of the Veneto,Cultural,"<p>Founded in the 2nd century B.C. in northern Italy, Vicenza prospered under Venetian rule from the early 15th to the end of the 18th century. The work of Andrea Palladio (1508–80), based on a detailed study of classical Roman architecture, gives the city its unique appearance. Palladio's urban buildings, as well as his villas, scattered throughout the Veneto region, had a decisive influence on the development of architecture. His work inspired a distinct architectural style known as Palladian, which spread to England and other European countries, and also to North America.</p>",,(i)(ii),Italy,Europe and North America,1994,45.54916667,11.54944444,0,0,it,https://whc.unesco.org/en/list/712
717,Historic Centre of Siena,Cultural,"<p>Siena is the embodiment of a medieval city. Its inhabitants pursued their rivalry with Florence right into the area of urban planning. Throughout the centuries, they preserved their city's Gothic appearance, acquired between the 12th and 15th centuries. During this period the work of Duccio, the Lorenzetti brothers and Simone Martini was to influence the course of Italian and, more broadly, European art. The whole city of Siena, built around the Piazza del Campo, was devised as a work of art that blends into the surrounding landscape.</p>",,(i)(ii)(iv),Italy,Europe and North America,1995,43.31861111,11.33166667,0,0,it,https://whc.unesco.org/en/list/717
726,Historic Centre of Naples,Cultural,"<p>From the Neapolis founded by Greek settlers in 470 B.C. to the city of today, Naples has retained the imprint of the successive cultures that emerged in Europe and the Mediterranean basin. This makes it a unique site, with a wealth of outstanding monuments such as the Church of Santa Chiara and the Castel Nuovo.</p>",,(ii)(iv),Italy,Europe and North America,1995,40.85138889,14.26277778,0,0,it,https://whc.unesco.org/en/list/726
730,Crespi d'Adda,Cultural,"<p>Crespi d'Adda in Capriate San Gervasio in Lombardy is an outstanding example of the 19th- and early 20th-century 'company towns' built in Europe and North America by enlightened industrialists to meet the workers' needs. The site is still remarkably intact and is partly used for industrial purposes, although changing economic and social conditions now threaten its survival.</p>",,(iv)(v),Italy,Europe and North America,1995,45.59333,9.53833,0,0,it,https://whc.unesco.org/en/list/730
733,"Ferrara, City of the Renaissance, and its Po Delta",Cultural,"<p>Ferrara, which grew up around a ford over the River Po, became an intellectual and artistic centre that attracted the greatest minds of the Italian Renaissance in the 15th and 16th centuries. Here, Piero della Francesca, Jacopo Bellini and Andrea Mantegna decorated the palaces of the House of Este. The humanist concept of the 'ideal city' came to life here in the neighbourhoods built from 1492 onwards by Biagio Rossetti according to the new principles of perspective. The completion of this project marked the birth of modern town planning and influenced its subsequent development.</p>","<p><em>Criterion (iii):</em> The Este ducal residences in the Po Delta illustrate the influence of Renaissance culture on the natural landscape in an exceptional manner.</p>
<p><em>Criterion (v):</em> The Po Delta is an outstanding planned cultural landscape which retains its original form to a remarkable extent.</p>",(ii)(iii)(iv)(v)(vi),Italy,Europe and North America,1995,44.83777778,11.61944444,0,0,it,https://whc.unesco.org/en/list/733
787,The <I>Trulli</I> of Alberobello,Cultural,"<p>The <em>trulli</em> , limestone dwellings found in the southern region of Puglia, are remarkable examples of drywall (mortarless) construction, a prehistoric building technique still in use in this region. The <em>trulli</em> are made of roughly worked limestone boulders collected from neighbouring fields. Characteristically, they feature pyramidal, domed or conical roofs built up of corbelled limestone slabs.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (iii), (iv) and (v) considering that the site is of outstanding universal value being an exceptional example of a form of building construction deriving from prehistoric construction techniques that have survived intact and functioning into the modern world.</p>",(iii)(iv)(v),Italy,Europe and North America,1996,40.7825,17.23694,0,0,it,https://whc.unesco.org/en/list/787
788,Early Christian Monuments of Ravenna,Cultural,"<p>Ravenna was the seat of the Roman Empire in the 5th century and then of Byzantine Italy until the 8th century. It has a unique collection of early Christian mosaics and monuments. All eight buildings – the Mausoleum of Galla Placidia, the Neonian Baptistery, the Basilica of Sant'Apollinare Nuovo, the Arian Baptistery, the Archiepiscopal Chapel, the Mausoleum of Theodoric, the Church of San Vitale and the Basilica of Sant'Apollinare in Classe – were constructed in the 5th and 6th centuries. They show great artistic skill, including a wonderful blend of Graeco-Roman tradition, Christian iconography and oriental and Western styles.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii), (iii) and (iv) considering that the site is of outstanding universal value being of remarkable significance by virtue of the supreme artistry of the mosaic art that the monuments contain, and also because of the crucial evidence that they provide of artistic and religious relationships and contacts at an important period of European cultural history.</p>",(i)(ii)(iii)(iv),Italy,Europe and North America,1996,44.42041667,12.19625,0,0,it,https://whc.unesco.org/en/list/788
789,Historic Centre of the City of Pienza,Cultural,"<p>It was in this Tuscan town that Renaissance town-planning concepts were first put into practice after Pope Pius II decided, in 1459, to transform the look of his birthplace. He chose the architect Bernardo Rossellino, who applied the principles of his mentor, Leon Battista Alberti. This new vision of urban space was realized in the superb square known as Piazza Pio II and the buildings around it: the Piccolomini Palace, the Borgia Palace and the cathedral with its pure Renaissance exterior and an interior in the late Gothic style of south German churches.</p>","<p>The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii) and (iv) considering that the site is of outstanding universal value as it represents the first application of the Renaissance Humanist concept of urban design, and as such occupies a seminal position in the development of the concept of the planned ""ideal town"" which was to play a significant role in subsequent urban development in Italy and beyond. The application of this principle in Pienza, and in particular in the group of buildings around the central square, resulted in a masterpiece of human creative genius.</p>",(i)(ii)(iv),Italy,Europe and North America,1996,43.07694444,11.67861111,0,0,it,https://whc.unesco.org/en/list/789
797,City of Verona,Cultural,"<p>The historic city of Verona was founded in the 1st century B.C. It particularly flourished under the rule of the Scaliger family in the 13th and 14th centuries and as part of the Republic of Venice from the 15th to 18th centuries. Verona has preserved a remarkable number of monuments from antiquity, the medieval and Renaissance periods, and represents an outstanding example of a military stronghold.</p>","<p><em>Criterion (ii):</em> In its urban structure and its architecture, Verona is an outstanding example of a town that has developed progressively and uninterruptedly over two thousand years, incorporating artistic elements of the highest quality from each succeeding period.</p>
<p><em>Criterion (iv):</em> Verona represents in an exceptional way the concept of the fortified town at several seminal stages of European history.</p>",(ii)(iv),Italy,Europe and North America,2000,45.43861111,10.99388889,0,0,it,https://whc.unesco.org/en/list/797
823,Residences of the Royal House of Savoy,Cultural,"<p>When Emmanuel-Philibert, Duke of Savoy, moved his capital to Turin in 1562, he began a vast series of building projects (continued by his successors) to demonstrate the power of the ruling house. This outstanding complex of buildings, designed and embellished by the leading architects and artists of the time, radiates out into the surrounding countryside from the Royal Palace in the 'Command Area' of Turin to include many country residences and hunting lodges.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iv) and (v), considering that the Residences of the Royal House of Savoy in and around Turin represent a comprehensive overview of European monumental architecture in the 17th and 18th centuries, using style, dimensions, and space to illustrate in an exceptional way the prevailing doctrine of absolute monarchy in material terms.</p>",(i)(ii)(iv)(v),Italy,Europe and North America,1997,45.07253,7.68572,0,0,it,https://whc.unesco.org/en/list/823
824,"Botanical Garden (Orto Botanico), Padua",Cultural,"<p>The world's first botanical garden was created in Padua in 1545. It still preserves its original layout – a circular central plot, symbolizing the world, surrounded by a ring of water. Other elements were added later, some architectural (ornamental entrances and balustrades) and some practical (pumping installations and greenhouses). It continues to serve its original purpose as a centre for scientific research.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (ii) and (iii), considering that the Botanical Garden of Padua is the original of all botanical gardens throughout the world, and represents the birth of science, of scientific exchanges, and understanding of the relationship between nature and culture. It has made a profound contribution to the development of many modern scientific disciplines, notably botany, medicine, chemistry, ecology, and pharmacy.</p>",(ii)(iii),Italy,Europe and North America,1997,45.39911111,11.88066667,0,0,it,https://whc.unesco.org/en/list/824
825,Archaeological Area and the Patriarchal Basilica of Aquileia,Cultural,"<p>Aquileia (in Friuli-Venezia Giulia), one of the largest and wealthiest cities of the Early Roman Empire, was destroyed by Attila in the mid-5th century. Most of it still lies unexcavated beneath the fields, and as such it constitutes the greatest archaeological reserve of its kind. The patriarchal basilica, an outstanding building with an exceptional mosaic pavement, played a key role in the evangelization of a large region of central Europe.</p>","<p>Criterion iii: Aquileia was one of the largest and most wealthy cities of the Early Roman Empire. Criterion iv: By virtue of the fact that most of ancient Aquileia survives intact and unexcavated, it is the most complete example of an Early Roman city in the Mediterranean world. Criterion vi: The Patriarchal Basilican Complex in Aquileia played a decisive role in the spread of Christianity into central Europe in the early Middle Ages.</p>",(iii)(iv)(vi),Italy,Europe and North America,1998,45.76833333,13.3675,0,0,it,https://whc.unesco.org/en/list/825
826,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Cultural,"<p>The Ligurian coast between Cinque Terre and Portovenere is a cultural landscape of great scenic and cultural value. The layout and disposition of the small towns and the shaping of the surrounding landscape, overcoming the disadvantages of a steep, uneven terrain, encapsulate the continuous history of human settlement in this region over the past millennium.</p>","<p>The Committee decided to inscribe this site on the basis of criteria (ii), (iv) and (v), considering that the eastern Ligurian Riviera between Cinque Terre and Portovenere is a cultural site of outstanding value, representing the harmonious interaction between people and nature to produce a landscape of exceptional scenic quality that illustrates a traditional way of life that has existed for a thousand years and continues to play an important socio-economic role in the life of the community.</p>",(ii)(iv)(v),Italy,Europe and North America,1997,44.10694,9.72917,0,0,it,https://whc.unesco.org/en/list/826
827,"Cathedral, Torre Civica and Piazza Grande, Modena",Cultural,"<p>The magnificent 12th-century cathedral at Modena, the work of two great artists (Lanfranco and Wiligelmus), is a supreme example of early Romanesque art. With its piazza and soaring tower, it testifies to the faith of its builders and the power of the Canossa dynasty who commissioned it.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii) and (iv), considering that the joint creation of Lanfranco and Wiligelmo is a masterpiece of human creative genius in which a new dialectical relationship between architecture and sculpture was created in Romanesque art. The Modena complex bears exceptional witness to the cultural traditions of the 12th century and is one of the best examples of an architectural complex where religious and civic values are combined in a medieval Christian town.</p>",(i)(ii)(iii)(iv),Italy,Europe and North America,1997,44.64624,10.92568,0,0,it,https://whc.unesco.org/en/list/827
828,Historic Centre of Urbino,Cultural,"<p>The small hill town of Urbino, in the Marche, experienced a great cultural flowering in the 15th century, attracting artists and scholars from all over Italy and beyond, and influencing cultural developments elsewhere in Europe. Owing to its economic and cultural stagnation from the 16th century onwards, it has preserved its Renaissance appearance to a remarkable extent.</p>","<p><em>Criterion (ii):</em> During its short cultural pre-eminence, Urbino attracted some of the most outstanding humanist scholars and artists of the Renaissance, who created there an exceptional urban complex of remarkable homogeneity, the influence of which carried far into the rest of Europe.</p>
<p><em>Criterion (iv):</em> Urbino represents a pinnacle of Renaissance art and architecture, harmoniously adapted to its physical site and to its medieval precursor in an exceptional manner.</p>",(ii)(iv),Italy,Europe and North America,1998,43.725,12.63333,0,0,it,https://whc.unesco.org/en/list/828
829,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Cultural,"<p>When Vesuvius erupted on 24 August AD 79, it engulfed the two flourishing Roman towns of Pompei and Herculaneum, as well as the many wealthy villas in the area. These have been progressively excavated and made accessible to the public since the mid-18th century. The vast expanse of the commercial town of Pompei contrasts with the smaller but better-preserved remains of the holiday resort of Herculaneum, while the superb wall paintings of the Villa Oplontis at Torre Annunziata give a vivid impression of the opulent lifestyle enjoyed by the wealthier citizens of the Early Roman Empire.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (iii), (iv) and (v), considering that the impressive remains of the towns of Pompei and Herculaneum and their associated villas, buried by the eruption of Vesuvius in AD 79, provide a complete and vivid picture of society and daily life at a specific moment in the past that is without parallel anywhere in the world.</p>",(iii)(iv)(v),Italy,Europe and North America,1997,40.75,14.48333333,0,0,it,https://whc.unesco.org/en/list/829
830,Costiera Amalfitana,Cultural,"<p>The Amalfi coast is an area of great physical beauty and natural diversity. It has been intensively settled by human communities since the early Middle Ages. There are a number of towns such as Amalfi and Ravello with architectural and artistic works of great significance. The rural areas show the versatility of the inhabitants in adapting their use of the land to the diverse nature of the terrain, which ranges from terraced vineyards and orchards on the lower slopes to wide upland pastures.</p>","<p>The Committee decided to inscribe this site on the basis of criteria (ii), (iv) and (v), considering that the Costiera Amalfitana is an outstanding example of a Mediterranean landscape, with exceptional cultural and natural scenic values resulting from its dramatic topography and historical evolution.</p>",(ii)(iv)(v),Italy,Europe and North America,1997,40.6333333333,14.6027777778,0,0,it,https://whc.unesco.org/en/list/830
831,Archaeological Area of Agrigento,Cultural,"<p>Founded as a Greek colony in the 6th century B.C., Agrigento became one of the leading cities in the Mediterranean world. Its supremacy and pride are demonstrated by the remains of the magnificent Doric temples that dominate the ancient town, much of which still lies intact under today's fields and orchards. Selected excavated areas throw light on the later Hellenistic and Roman town and the burial practices of its early Christian inhabitants.</p>","<p>The Committee decided to inscribe this site on the basis of criteria (i), (ii), (iii) and (iv), considering that Agrigento was one of the greatest cities of the ancient Mediterranean world, and it has been preserved in an exceptionally intact condition. Its great row of Doric temples is one of the most outstanding monuments of Greek art and culture.</p>",(i)(ii)(iii)(iv),Italy,Europe and North America,1997,37.28972222,13.59333333,0,0,it,https://whc.unesco.org/en/list/831
832,Villa Romana del Casale,Cultural,"<p>Roman exploitation of the countryside is symbolized by the Villa Romana del Casale (in Sicily), the centre of the large estate upon which the rural economy of the Western Empire was based. The villa is one of the most luxurious of its kind. It is especially noteworthy for the richness and quality of the mosaics which decorate almost every room; they are the finest mosaics <em>in situ</em> anywhere in the Roman world.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (i), (ii) and (iii), considering that the Villa del Casale at Piazza Armerina is the supreme example of a luxury Roman villa, which graphically illustrates the predominant social and economic structure of its age. The mosaics that decorate it are exceptional for their artistic quality and invention as well as their extent.</p>",(i)(ii)(iii),Italy,Europe and North America,1997,37.36611,14.33417,0,0,it,https://whc.unesco.org/en/list/832
833,Su Nuraxi di Barumini,Cultural,"<p>During the late 2nd millennium B.C. in the Bronze Age, a special type of defensive structure known as <em>nuraghi</em> (for which no parallel exists anywhere else in the world) developed on the island of Sardinia. The complex consists of circular defensive towers in the form of truncated cones built of dressed stone, with corbel-vaulted internal chambers. The complex at Barumini, which was extended and reinforced in the first half of the 1st millennium under Carthaginian pressure, is the finest and most complete example of this remarkable form of prehistoric architecture.</p>","<p>The Committee decided to inscribe this property on the basis of cultural criteria (i), (iii) and (iv), considering that the nuraghe of Sardinia, of which Su Nuraxi is the pre-eminent example, represent an exceptional response to political and social conditions, making an imaginative and innovative use of the materials and techniques available to a prehistoric island community.</p>",(i)(iii)(iv),Italy,Europe and North America,1997,39.70583333,8.991388889,0,0,it,https://whc.unesco.org/en/list/833
842,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Cultural,"<p>The Cilento is an outstanding cultural landscape. The dramatic groups of sanctuaries and settlements along its three east–west mountain ridges vividly portray the area's historical evolution: it was a major route not only for trade, but also for cultural and political interaction during the prehistoric and medieval periods. The Cilento was also the boundary between the Greek colonies of Magna Graecia and the indigenous Etruscan and Lucanian peoples. The remains of two major cities from classical times, Paestum and Velia, are found there.</p>","<p><em>Criterion (iii):</em> During the prehistoric period, and again in the Middle Ages, the Cilento region served as a key route for cultural, political, and commercial communications in an exceptional manner, utilizing the crests of the mountain chains running east-west and thereby creating a cultural landscape of outstanding significance and quality.</p>
<p><em>Criterion (iv):</em> In two key episodes in the development of human societies in the Mediterranean region, the Cilento area provided the only viable means of communication between the Adriatic and the Tyrrhenian seas, in the central Mediterranean region, and this is vividly illustrated by the relict cultural landscape of today.</p>",(iii)(iv),Italy,Europe and North America,1998,40.28333333,15.26666667,0,0,it,https://whc.unesco.org/en/list/842
907,Villa Adriana (Tivoli),Cultural,"<p>The Villa Adriana (at Tivoli, near Rome) is an exceptional complex of classical buildings created in the 2nd century A.D. by the Roman emperor Hadrian. It combines the best elements of the architectural heritage of Egypt, Greece and Rome in the form of an 'ideal city'.</p>","<p><em>Criteria (i) and (iii):</em> The Villa Adriana is a masterpiece that uniquely brings together the highest expressions of the material cultures of the ancient Mediterranean world.</p>
<p><em>Criterion (ii):</em> Study of the monuments that make up the Villa Adriana played a crucial role in the rediscovery of the elements of classical architecture by the architects of the Renaissance and the Baroque period. It also profoundly influenced many 19th and 20th century architects and designers.</p>",(i)(ii)(iii),Italy,Europe and North America,1999,41.94416667,12.77197222,0,0,it,https://whc.unesco.org/en/list/907
908,Isole Eolie (Aeolian Islands),Natural,"<p>The Aeolian Islands provide an outstanding record of volcanic island-building and destruction, and ongoing volcanic phenomena. Studied since at least the 18th century, the islands have provided the science of vulcanology with examples of two types of eruption (Vulcanian and Strombolian) and thus have featured prominently in the education of geologists for more than 200 years. The site continues to enrich the field of vulcanology.</p>","<p><em>Criterion (viii):</em> The islands' volcanic landforms represent classic features in the continuing study of volcanology world-wide. With their scientific study from at least the 18th Century, the islands have provided two of the types of eruptions (Vulcanian and Strombolian) to vulcanology and geology textbooks and so have featured prominently in the education of all geoscientists for over 200 years. They continue to provide a rich field for volcanological studies of on-going geological processes in the development of landforms.</p>",(viii),Italy,Europe and North America,2000,38.48786111,14.94558333,0,0,it,https://whc.unesco.org/en/list/908
990,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Cultural,"<p>Assisi, a medieval city built on a hill, is the birthplace of Saint Francis, closely associated with the work of the Franciscan Order. Its medieval art masterpieces, such as the Basilica of San Francesco and paintings by Cimabue, Pietro Lorenzetti, Simone Martini and Giotto, have made Assisi a fundamental reference point for the development of Italian and European art and architecture.</p>","<p><em>Criterion (i):</em> Assisi represents an ensemble of masterpieces of human creative genius, such as the Basilica of San Francesco, which have made it a fundamental reference for art history in Europe and in the world.</p>
<p><em>Criterion (ii):</em> The interchange of artistic and spiritual message of the Franciscan Order has significantly contributed to developments in art and architecture in the world.</p>
<p><em>Criterion (iii):</em> Assisi represents a unique example of continuity of a city-sanctuary within its environmental setting from its Umbrian-Roman and medieval origins to the present, represented in the cultural landscape, the religious ensembles, systems of communication, and traditional land-use.</p>
<p><em>Criterion (iv):</em> The Basilica of San Francesco is an outstanding example of a type of architectural ensemble that has significantly influenced the development of art and architecture.</p>
<p><em>Criterion (vi):</em> Being the birthplace of the Franciscan Order, Assisi has from the Middle Ages been closely associated with the cult and diffusion of the Franciscan movement in the world, focusing on the universal message of peace and tolerance even to other religions or beliefs.</p>",(i)(ii)(iii)(iv)(vi),Italy,Europe and North America,2000,43.06616667,12.62244444,0,0,it,https://whc.unesco.org/en/list/990
1024,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Cultural,"<p>The eight towns in south-eastern Sicily: Caltagirone, Militello Val di Catania, Catania, Modica, Noto, Palazzolo, Ragusa and Scicli, were all rebuilt after 1693 on or beside towns existing at the time of the earthquake which took place in that year. They represent a considerable collective undertaking, successfully carried out at a high level of architectural and artistic achievement. Keeping within the late Baroque style of the day, they also depict distinctive innovations in town planning and urban building.</p>","<p><em>Criterion (i):</em> This group of towns in south-eastern Sicily provides outstanding testimony to the exuberant genius of late Baroque art and architecture.</p>
<p><em>Criterion (ii):</em> The towns of the Val di Noto represent the culmination and final flowering of Baroque art in Europe.</p>
<p><em>Criterion (iv):</em> The exceptional quality of the late Baroque art and architecture in the Val di Noto lies in its geographical and chronological homogeneity, as well as its quantity, the result of the 1693 earthquake in this region.</p>
<p><em>Criterion (v):</em> The eight towns of south-eastern Sicily that make up this nomination, which are characteristic of the settlement pattern and urban form of this region, are permanently at risk from earthquakes and eruptions of Mount Etna.</p>",(i)(ii)(iv)(v),Italy,Europe and North America,2002,36.89319444,15.06891667,0,0,it,https://whc.unesco.org/en/list/1024
1025,"Villa d'Este, Tivoli",Cultural,"<p>The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first <em>giardini delle meraviglie</em> , was an early model for the development of European gardens.</p>","<p><em>Criterion (i):</em> The Villa d’Este is one of the most outstanding examples of Renaissance culture at its apogee.</p>
<p><em>Criterion (ii):</em> The gardens of the Villa d’Este had a profound influence on the development of garden design throughout Europe.</p>
<p><em>Criterion (iii):</em> The principles of Renaissance design and aesthetics are illustrated in an exceptional manner by the gardens of the Villa d’Este.</p>
<p><em>Criterion (iv):</em> The gardens of the Villa d’Este are among the earliest and finest of the <em>giardini delle meraviglie</em> and symbolize the flowering of Renaissance culture.</p>",(i)(ii)(iii)(iv)(vi),Italy,Europe and North America,2001,41.96391667,12.79625,0,0,it,https://whc.unesco.org/en/list/1025
