Site ID,Site Name,Country,Latitude,Longitude,UNESCO Criteria,Architecture Type,UNESCO Mention,Mentioned Major Stone(s),Local Stone Name,Secondary Stone,Rock Class,Lithology,Local vs Imported,Quarry,Masonry Technique,Structural Use,Condition,Weathering,Stone_Mention_OUV_Excerpt,Stone_Potential_Flag,Potential_Tier_Description
255.0,Fatehpur Sikri,India,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Mughal Architecture / Indo-Islamic Style (Palaces, Public Buildings, Mosques, Living Areas, Fortifications); nan",Yes,"Red Sandstone (Major), Marble (Secondary/Minor)",,Marble,Sedimentary Rock,,Local (Extracted from nearby Vindhyan outcrops),Outcrops of the Vindhyan hill ranges (Mining within 10-km radius banned),"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof","Wall, Porticos, Pillars, Roofs, Gate (Buland Darwaza), Towers (Hiran Minar), Fortification",Good,,"Major Stone: Red Sandstone (Major), Marble (Secondary/Minor) | Secondary Stone: Marble | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
829.0,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Residential, Commercial, and Public Urban Architecture (Atrium Houses, Suburban Villas, Forum, Baths, Theatres, Amphitheatre, Palaestra, Thermopolia/Shops); nan",Yes,"Volcanic Ash, Lapilli",,,Igneous Rock,Volcanic Ash Deposit and Pyroclastic Lapilli,Local (Volcanic eruptive deposits originating from Mount Vesuvius),,,"Enclosure and load-bearing walls, colonnades, paving, and urban infrastructure",Good,"Active environmental decay, collapse risks from water/exposure, and historical thermal carbonization during the eruption","Major Stone: Volcanic Ash, Lapilli | Lithology: Volcanic Ash Deposit and Pyroclastic Lapilli | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
129.0,Maya Site of Copan,Honduras,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Ruined citadel, imposing public squares, pyramids, terraces, temples, plazas, ball courts, stadium, and residential complexes; nan",Yes,Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian),,,Igneous Rock,,"Imported / Regional movement (Immigration & leaders coming from Petén / Guatemalan Highlands, but specific stone provenance is not stated)",,"Paved expanse, level plazas, elevated masses, in situ sculpture and stonework","Pyramids, terraces, temples, plazas, altars, stadium, ball courts, mounds",Poor,"River erosion, microflora growth, seismic vulnerability (earthquake damage)",Major Stone: Obsidian (Mentioned in OUV: stairway figures inlaid with obsidian) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1295.0,"Fort Jesus, Mombasa",Kenya,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Military fortification; nan,Yes,"Coral Rock, Coral Stone",,,Sedimentary Rock,Coral limestone / Coral rock,Local (built over a spur of coral rock),,Traditional coral stone and lime mortar masonry,"Fortification walls, bastions, moat, structural foundations",Good,Erosion of rocks along the sea coast,"Major Stone: Coral Rock, Coral Stone | Lithology: Coral limestone / Coral rock | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1093.0,Um er-Rasas (Kastrom Mefa'a),Jordan,,,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Roman military camp, fortified town, churches, stylized towers; nan",Yes,Limestone (Geological material is explicitly mentioned),,,Sedimentary Rock,,Local,Local quarries associated with northern group of ruins (Geological source area mentioned),"Stone tower construction, coursed stone masonry","Fortified Roman walls, towers, churches, courtyard walls, columns",Poor,"General weathering processes, seismic structural collapse, poor drainage vulnerability",Major Stone: Limestone (Geological material is explicitly mentioned) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
428.0,City of Bath,United Kingdom of Great Britain and Northern Ireland,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Neoclassical, Palladian, Georgian, Renaissance; nan",Yes,"Oolitic limestone, Limestone",Bath Oolitic limestone / Bath Stone,,Sedimentary Rock,Oolitic limestone,Local,Ralph Allen's Quarries (Combe Down),,"Crescents, terraces, squares, abbey, public buildings, thermal baths, temples",Excellent,,"Major Stone: Oolitic limestone, Limestone | Local Name: Bath Oolitic limestone / Bath Stone | Lithology: Oolitic limestone | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1130.0,Ashur (Qal'at Sherqat),Iraq,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Architectural, Architecture, Building, Construction, Monument, Ottoman, Plan, Structure, Traditional; nan",Yes,Gypsum (also mentions mudbricks and baked bricks),,,Sedimentary Rock,,,,"Mudbrick masonry, baked brick construction, gypsum/concrete mortar","Used as mortar (Gypsum); walls, temples, palaces, ziggurats, gates",Moderate,,Major Stone: Gypsum (also mentions mudbricks and baked bricks) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
384.0,Old Town of Cáceres,Spain,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Roman, Islamic, Northern Gothic, Italian Renaissance, Fortified/Nobility architecture (fortress-houses, palace-houses); nan",Yes,Granite,,,Igneous Rock,,Local (Inferred from nobility/masonry constructions),,Granite Masonry,"Defenses, Defensive walls, Towers (Torre del Bujaco, Torre Mochada, Púlpitos), Fortified houses, Palaces, Churches",Excellent,,Major Stone: Granite | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
88.0,Nubian Monuments from Abu Simbel to Philae,Egypt,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Temples, Tombs, Sanctuary, Kiosk, Monastery, Gate, Ruins; nan",Yes,Granite ,,,Igneous Rock,Granite (Mentioned under Criterion iii & Protection requirements),Local (Exploited within the Aswan region),Stone quarries of Aswan / Granite quarries of the Cataract area,Ancient Egyptian quarrying and rock-cut techniques (disassembled and reconstructed during relocation),"Temples carved out of solid rock escarpment (rock-cut architecture), obelisks, colossi, sanctuary walls",Excellent,"Affected by wind, temperature change, rains, humidity, bird droppings, and dust",Major Stone: Granite  | Lithology: Granite (Mentioned under Criterion iii & Protection requirements) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1073.0,Gebel Barkal and the Sites of the Napatan Region,Sudan,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Tombs (with and without pyramids), temples, burial mounds/funerary chambers, living complexes, and palaces; nan",Yes,Sandstone,,,Sedimentary Rock,sandstone,Local (rock-cut features and sacred flat-topped mountain),,"Corbel vaults, rock-cut chambers","Flat-topped mountain rock, steep-angled pyramids, corbel vaults of tombs, wall structures, rock-cut burial chambers",Excellent,Affected by the action of nature and man,Major Stone: Sandstone | Lithology: sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
124.0,Historic Town of Ouro Preto,Brazil,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Baroque, Colonial, Vernacular, Traditional; nan",Yes,"Gneiss, Soapstone",,,Metamorphic Rock,,Local (Minas Gerais region),,Combined use of two materials (gneiss and soapstone),"Bridges, Fountains, Public Buildings, Residences, Churches",Moderate,,"Major Stone: Gneiss, Soapstone | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1485.0,The Forth Bridge,United Kingdom of Great Britain and Northern Ireland,,,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Railway Bridge / Multi-span Cantilever Trussed Bridge; nan,Yes,Granite,,,Igneous Rock,,,,Foundation / Pier Masonry,Pier Foundations / Substructure (supporting steel double-cantilever towers),Excellent,,Major Stone: Granite | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
696.0,Kronborg Castle,Denmark,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Renaissance castle, military fortress, four-winged building with towers and spires; nan",Yes,Sandstone,,,,,,,Horizontal bands,"Facades, front walls",Good,"Building and ground decay as a result of lack of maintenance, climate, or fire",Major Stone: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
144.0,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,United Republic of Tanzania,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Architectural, Building, Design, Layout, Monument, Plan, Structure; nan",Yes,"Coral Stone, Coral, Carnelian",,,,,Local (coral stone) / Imported (carnelians traded via Indian Ocean),,Coral stone bonded with lime mortar,"Built of coral and lime mortar (Great Mosque, domes, vaults, Husuni Kubwa palace, Gereza fort, domestic dwellings, enclosing walls)",Poor,"Subject to invasion by vegetation, inundation by the sea, climate change impact (wave action, beach erosion)","Major Stone: Coral Stone, Coral, Carnelian | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1087.0,Town Hall and Roland on the Marketplace of Bremen,Germany,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Gothic, Weser Renaissance, Baroque; nan",Yes,"Sandstone, Limestone, Clinker / Tiles, Exposed Brick",,South-German Limestone,Sedimentary Rock,"Sandstone, Limestone",Imported (South-German limestone),,"Exposed brickwork with alternating dark and light layers, round arches with Tuscan columns in the medieval arcade, clinker-tiled elevations","Stone statues (Emperor, prince electors, Roland), stone columns/pillars (wine cellar, arcade), windows, details",Good,Facades of the New Town Hall show effects of exposure to weather,"Major Stone: Sandstone, Limestone, Clinker / Tiles, Exposed Brick | Secondary Stone: South-German Limestone | Lithology: Sandstone, Limestone | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
323.0,Royal Palaces of Abomey,Benin,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Cob-wall fortified palace ensemble with courtyards (outer, inner, private), portals, and traditional structures (Djexo, Adoxo); nan",Yes,Laterite,,,Sedimentary Rock,,,,"Cob-wall construction (bâtiment en bauge) using laterite earth, water, wood, and straw","Enclosure walls, sacred structures (Djexo, Adoxo tombs), and palaces",Moderate,Precariousness of earth/traditional building materials under natural phenomena,Major Stone: Laterite | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1106.0,Pasargadae,Iran (Islamic Republic of),,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Capital, Palaces, Gardens, Gatehouse, Audience Hall, Residential Palace, Mausoleum/Tomb, Fortified Platform (Tall-e Takht), Citadel; nan",Yes,Limestone ,,Mud-brick (mentioned for Tall-e Takht defenses),Sedimentary Rock,Compact limestone,"Local (Morgab plain setting mentioned, though quarry origin is not specified) / NA",,Mud-brick construction (citadel/fortified platform); Refined stone architecture,"Tomb (compact limestone tomb holding Cyrus the Great’s gilded sarcophagus), Fortified Platform (Tall-e Takht), Waterways/Pathways (Four Gardens)",Good,"Erosion (physical, chemical, environmental), violent winds, burning sun, flooding",Major Stone: Limestone  | Secondary Stone: Mud-brick (mentioned for Tall-e Takht defenses) | Lithology: Compact limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
755.0,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",Portugal,39.6622,-8.1354,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",skipped; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
1532.0,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,12.5433,104.8145,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Pre-Angkorian / Chenla Period Khmer Architecture (including octagonal temples reflecting flying octagonal palaces / Vimana Trivishtapa); nan,Yes,"Sandstone, Fired Brick, Laterite",,,Sedimentary Rock,,,,Brick construction with sandstone detailing and sympathetic brickwork restoration using traditional techniques,"Fired brick and/or laterite for enclosure walls, central towers, and surrounding structures",Poor,"Degradation caused by ravages of time, vagaries of climate, forest encroachment, decay, and recent historical conflict/war zone","Major Stone: Sandstone, Fired Brick, Laterite | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1599.0,Krzemionki Prehistoric Striped Flint Mining Region,Poland,50.9676,21.501,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops); nan",Yes,"Limestone, Marble",,,Sedimentary Rock,"Limestone, Marble",,,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Ashlar masonry for main buildings / wall construction,Moderate,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation","Major Stone: Limestone, Marble | Lithology: Limestone, Marble | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
795.0,Maritime Greenwich,United Kingdom of Great Britain and Northern Ireland,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Ensemble of Baroque, Palladian, and Classical buildings, including a Royal Palace, Naval College, Chapel, Observatory, and Royal Park.; nan",Yes,Slate,,,Metamorphic Rock,,,,Stuccoed masonry and slated roofing.,Roofing material (slate roofs on town terraces).,Good,,Major Stone: Slate | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
273.0,City of Cuzco,Peru,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Baroque, Plateresco, Mudejar, Churrigueresco, Pre-Hispanic/Inca, Colonial; nan",Yes,"Andesite, Granite",,,Igneous Rock,Meticulously cut granite and andesite,Local,,"Meticulously cut, finely finished stone masonry (Inca dry-stone/polygonal ashlar technique)","Walls, foundations, urban enclosures, temples (Temple of the Sun / Qoricancha), palaces, and churches",Moderate,Earthquake damage / seismic degradation (notably following the major 1950 earthquake),"Major Stone: Andesite, Granite | Lithology: Meticulously cut granite and andesite | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
579.0,Bronze Age Burial Site of Sammallahdenmäki,Finland,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Burial cairns, structures, quadrangular cairn (""Church Floor""); nan",Yes,Granite,,,Igneous Rock,Granite boulders,Local (quarried from cliff face or collected on-site),Cliff face below the crest of the ridge,Dry stone / Unfilled stone cairns (no earth fill),Construction of burial cairns and landmarks,Excellent,,Major Stone: Granite | Lithology: Granite boulders | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1211.0,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Renaissance and Baroque palaces; nan,Yes,Marble,,,Metamorphic Rock,,,,,Pillars,Good,,Major Stone: Marble | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
240.0,Khajuraho Group of Monuments,India,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Nagara-style temple architecture; nan,Yes,Sandstone,,,,,,,,"Elevated terraced platform (jagati), body (jangha), sanctum (garbhagriha), main hall (mandapa), entrance porch (ardhamandapa), vestibule (antarala), tower (shikhara), spires",Excellent,Vibrations and dust particles from the nearby Khajuraho Airport identified as potential threats,Major Stone: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
723.0,Cultural Landscape of Sintra,Portugal,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","European Romantic architecture, Gothic, Egyptian, Moorish, Renaissance, Late Gothic Manueline, Mudéjar, Neo-Gothicism, Pombaline, Romanesque, Indian-influenced, Victorian; nan",Yes,"Visigothic, Moorish (Islamic), Medieval Portuguese, European Romantic, British / Victorian",,,Igneous Rock,Granite,Local (granite mountains of the Serra de Sintra),,"Stone walling, construction on rocky outcrops/crests","Castle, church, cloister, facade, fortress, monastery, nave, palace, refectory, tower, defensive wall enclosing park, barbican, keep",Excellent,Damage/destruction from the 1755 earthquake (monastery and palace reduced to ruins),"Major Stone: Visigothic, Moorish (Islamic), Medieval Portuguese, European Romantic, British / Victorian | Lithology: Granite | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
295.0,Byblos,Lebanon,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Building, Byzantine, Construction, Monument, Monumental, Ottoman, Plan, Structure; nan",Yes,Sandstone,,,Sedimentary Rock,,Local (coastal cliff setting),,,"Rampart walls, castle/citadel, donjon, cathedral, churches, mosque, temples, dwellings, Roman road",Moderate,Climatic conditions causing erosion (especially affecting mosaics and archaeological elements),Major Stone: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
183.0,Archaeological Site of Leptis Magna,Libya,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Architectural, Building, Monument, Monumental, Neo-Classical, Structure; nan",Yes,Marble,,,,Marble,Imported / Aegean influence (* Aegean craftsmanship noted on marble decorations *),,,"Amphitheatre, Arch, Basilica, Bath, Capital, Gate, Pillar, Temple, Theatre",Excellent,Covered by wind-blown sand from interior (protected for 800 years); vegetal encroachment (needs monitoring),Major Stone: Marble | Lithology: Marble | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1375.0,Santiniketan,India,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Architecture, Art Deco, Colonial, Renaissance, Traditional; nan",Yes,"Sandstone, Laterite",,"Coal (Coal tar), Mud, Brick, Glass, Cast Iron, Thatch, Timber, Precast Concrete, Reinforced Concrete",Sedimentary Rock,,Local / Indigenous,,"Experimental construction techniques combining brick, mud, coal tar, sandstone, laterite, thatch, timber, bamboo, and concrete","Historic buildings, pavilions, platforms",Good,Deterioration of physical materials,"Major Stone: Sandstone, Laterite | Secondary Stone: Coal (Coal tar), Mud, Brick, Glass, Cast Iron, Thatch, Timber, Precast Concrete, Reinforced Concrete | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1358.0,Citadel of the Ho Dynasty,Viet Nam,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Imperial city / Citadel composed of Inner Citadel, La Thanh Outer Wall, and Nam Giao Altar; nan",Yes,Limestone,,,Sedimentary Rock,Limestone,,,Large limestone blocks / massive stone walls,Massive stone walls / Large blocks used for constructing the Inner Citadel walls,Excellent,,Major Stone: Limestone | Lithology: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1433.0,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",State of Palestine,,,"(i) to represent a masterpiece of human creative genius; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Early Christian Basilica & Pilgrimage Route Ensemble; nan,Yes,Limestone (Yellow Limestone),,,Sedimentary Rock,,,,Traditional urban fabric / masonry,"Basilica walls, columns, and surrounding buildings along Star Street",Moderate,Polluted environment negatively affecting stone façades,Major Stone: Limestone (Yellow Limestone) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
86.0,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Egypt,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Rock tombs, ornate mastabas, temples, pyramids, palaces, craftsmen’s workshops, dockyards, arsenals, residential neighbourhoods; nan",Yes,Limestone,,,Sedimentary Rock,,,,"Rock-cut tombs, mastaba, pyramid constructions","Monumental stone building, pyramids (e.g., Step Pyramid of Djoser, Great Pyramid of Khufu), step pyramids, temples, tombs",Good,"Damage from natural forces through time, causing surface detail vulnerabilities",Major Stone: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1363.0,Prehistoric Pile Dwellings around the Alps,"Austria,France,Germany,Italy,Slovenia,Switzerland",,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Pile-dwelling (stilt house) settlements; nan,Yes,"Amber, Flint",,,,,Imported / Traded across trade routes,,NA (Organic waterlogged construction; no stone masonry),Wood/Organic materials used for piles/houses; Stones not used structurally,Excellent,"Vulnerable to lake uses, intensification of agriculture, and development","Major Stone: Amber, Flint",,Tier 9: Unflagged
848.0,Choirokoitia,Cyprus,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Circular houses / Aceramic Neolithic proto-urban settlement; nan,Yes,"Flint; Mudbrick and Stone (general stone walling, rammed earthen floors)",,Flint (used for tools),Igneous Rock,,Local (Maroni River valley vicinity mentioned for setting),,Circular dry-stone and mudbrick walling with rammed earthen floors,"Circular houses, protective/defence enclosures, and perimeter walls",Excellent,,"Major Stone: Flint; Mudbrick and Stone (general stone walling, rammed earthen floors) | Secondary Stone: Flint (used for tools) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
826.0,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Layout, disposition of small towns, terraces, compact settlements, medieval castles, religious buildings, fortified centre, drystone walls, tiny stone huts, Doria Castle; nan",,"Sandstone, Limestone",,Pebbles,Sedimentary Rock,"Sandstone rough blocks, pebbles","Local (pebbles removed from the ground, settlements erected directly on the rock)",,Carefully constructed drystone walls of rough blocks bonded with pebbles removed from the ground; traditional craftsmanship,"Drystone terraced walls, house construction, roofing, tiny stone huts, castle, fortified walls",Moderate,Abandoned terraces vulnerable to landslides; damage suffered from floods and natural disasters,"Major Stone: Sandstone, Limestone | Secondary Stone: Pebbles | Lithology: Sandstone rough blocks, pebbles | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
