unesco_id,site_name,category,region,country,latitude,longitude,brief_description,ouv_statement,criteria,confidence_v2,score_v2,stone_count_v2,stone_types_found_v2,stone_geological_class_v2,named_trade_stones_v2,decorative_minerals_v2,construction_terms_v2,architectural_elements_v2,matched_title_terms_v2,matched_categories_v2,unesco_url,is_general_building
1478,Erzgebirge/Krušnohoří Mining Region,Cultural,Europe and North America,"Czechia,Germany",,,"Erzgebirge/Krušnohoří (Ore Mountains) spans a region in south-eastern Germany (Saxony) and north-western Czechia, which contains a wealth of several metals exploited through mining from the Middle Ages onwards. The region became the most important source of silver ore in Europe from 1460 to 1560. Mining was the trigger for technological and scientific innovations transferred worldwide. Tin was historically the second metal to be extracted and processed at the site. At the end of the 19th century, the region became a major global producer of uranium. The cultural landscape of the Ore Mountains has been deeply shaped by 800 years of almost continuous mining, from the 12th to the 20th century, with mining, pioneering water management systems, innovative mineral processing and smelting sites, and mining cities.",,(ii)(iii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1478,True
702,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Cultural,Latin America and the Caribbean,Mexico,,,"The Earliest 16th-Century Monasteries on the Slopes of Popocatepetl is a serial property with 15 component parts located in the states of Morelos, Puebla and Tlaxcala in Mexico, built as part of the evangelisation and colonisation of the northern territories of Mexico. They are in an excellent state of conservation and are good examples of the architectural style adopted by the first missionaries – Franciscans, Dominicans and Augustinians – who converted the indigenous populations to Christianity in the early 16th century. They also represent an example of a new architectural concept in which open spaces, including wide atria and posa chapels, are of renewed importance. The influence of this style is felt throughout the Mexican territory and even beyond its borders.",,(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/702,True
1202,Urban Historic Centre of Cienfuegos,Cultural,Latin America and the Caribbean,Cuba,,,"The colonial town of Cienfuegos was founded in 1819 in the Spanish territory but was initially settled by immigrants of French origin. It became a trading place for sugar cane, tobacco and coffee. Situated on the Caribbean coast of southern-central Cuba at the heart of the country’s sugar cane, mango, tobacco and coffee production area, the town first developed in the neoclassical style. It later became more eclectic but retained a harmonious overall townscape. Among buildings of particular interest are the Government Palace (City Hall), San Lorenzo School, the Bishopric, the Ferrer Palace, the former lyceum, and some residential houses. Cienfuegos is the first, and an outstanding example of an architectural ensemble representing the new ideas of modernity, hygiene and order in urban planning as developed in Latin America from the 19th century.","Criterion (ii): The historic town of Cienfuegos exhibits an important interchange of influences based on the Spanish Enlightenment, and it is an outstanding early example of their implementation in urban planning in Latin America in the 19th century.
Criterion (iv): Cienfuegos is the first and an outstanding example of an architectural ensemble representing the new ideas of modernity, hygiene and order, in urban planning as these developed in the Latin America from the 19th century.",(ii)(iv),MEDIUM,4,0,,,,,,base; palace,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1202,True
211,Minaret and Archaeological Remains of Jam,Cultural,Asia and the Pacific,Afghanistan,,,"The 65m-tall Minaret of Jam is a graceful, soaring structure, dating back to the 12th century. Covered in elaborate brickwork with a blue tile inscription at the top, it is noteworthy for the quality of its architecture and decoration, which represent the culmination of an architectural and artistic tradition in this region. Its impact is heightened by its dramatic setting, a deep river valley between towering mountains in the heart of the Ghur province.","Criterion (ii): The innovative architecture and decoration of the Minaret of Jam played a significant role in the development of the arts and architecture of the Indian sub-continent and beyond.
Criterion (iii): The Minaret of Jam and its associated archaeological remains constitute exceptional testimony to the power and quality of the Ghurid civilization that dominated its region in the 12th and 13th centuries.
Criterion (iv): The Minaret of Jam is an outstanding example of Islamic architecture and ornamentation in this region and played a significant role in their further dissemination.",(ii)(iii)(iv),MEDIUM,4,0,,,,,,minaret; tower,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/211,True
1518,Archaeological Site of Ani,Cultural,Europe and North America,Türkiye,,,"This site is located on a secluded plateau of northeast Turkey overlooking a ravine that forms a natural border with Armenia. This medieval city combines residential, religious and military structures, characteristic of a medieval urbanism built up over the centuries by Christian and then Muslim dynasties. The city flourished in the 10th and 11th centuries CE when it became the capital of the medieval Armenian kingdom of the Bagratides and profited from control of one branch of the Silk Road. Later, under Byzantine, Seljuk and Georgian sovereignty, it maintained its status as an important crossroads for merchant caravans. The Mongol invasion and a devastating earthquake in 1319 marked the beginning of the city’s decline. The site presents a comprehensive overview of the evolution of medieval architecture through examples of almost all the different architectural innovations of the region between the 7th and 13th centuries CE.",,(ii)(iii)(iv),MEDIUM,4,0,,,,,capital,capital,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1518,True
1523,Churches of the Pskov School of Architecture,Cultural,Europe and North America,Russian Federation,,,"This group of monuments is located in the historic city of Pskov, on the banks of the Velikaya River in the northwest of Russia. Characteristics of these buildings, produced by the Pskov School of Architecture, include cubic volumes, domes, porches and belfries, with the oldest elements dating back to the 12th century. Churches and cathedrals are integrated into the natural environment through gardens, perimeter walls and fences. Inspired by the Byzantine and Novgorod traditions, the Pskov School of Architecture reached its peak in the 15th and 16th centuries, and was one of the foremost schools in the country. It informed the evolution of Russian architecture over five centuries.",,(ii),MEDIUM,4,0,,,,,,cathedral; church; dome; wall,,Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/1523,True
1541,"Kulangsu, a Historic International Settlement",Cultural,Asia and the Pacific,China,,,"Kulangsu is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. With the opening of a commercial port at Xiamen in 1843, and the establishment of the island as an international settlement in 1903, this island off the southern coast of the Chinese empire suddenly became an important window for Sino-foreign exchanges. Kulangsu is an exceptional example of the cultural fusion that emerged from these exchanges, which remain legible in its urban fabric. There is a mixture of different architectural styles including Traditional Southern Fujian Style, Western Classical Revival Style and Veranda Colonial Style. The most exceptional testimony of the fusion of various stylistic influences is a new architectural movement, the Amoy Deco Style, which is a synthesis of the Modernist style of the early 20th century and Art Deco.",,(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1541,True
876,University and Historic Precinct of Alcalá de Henares,Cultural,Europe and North America,Spain,,,"Founded by Cardinal Jiménez de Cisneros in the early 16th century, Alcalá de Henares was the world's first planned university city. It was the original model for the Civitas Dei (City of God), the ideal urban community which Spanish missionaries brought to the Americas. It also served as a model for universities in Europe and elsewhere.","Criterion (ii): Alcalá de Henares was the first city to be designed and built solely as the seat of a university, and was to serve as the model for other centres of learning in Europe and the Americas.
Criterion (iv): The concept of the ideal city, the City of God (Civitas Dei), was first given material expression in Alcalá de Henares, from where it was widely diffused throughout the world.
Criterion (vi): The contribution of Alcalá de Henares to the intellectual development of humankind finds expression in its materialization of the Civitas Dei, in the advances in linguistics that took place there, not least in the definition of the Spanish language, and through the work of its great son, Miguel de Cervantes Saavedra and his masterpiece, Don Quixote.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/876,True
929,San Cristóbal de La Laguna,Cultural,Europe and North America,Spain,,,"San Crist&oacute;bal de La Laguna, in the Canary Islands, has two nuclei: the original, unplanned Upper Town; and the Lower Town, the first ideal 'city-territory' laid out according to philosophical principles. Its wide streets and open spaces have a number of fine churches and public and private buildings dating from the 16th to the 18th century.","Criteria (ii) and (iv): San Crist&oacute;bal de la Laguna was the first non-fortified Spanish colonial town, and its layout provided the model for many colonial towns in the Americas.",(ii)(iv),MEDIUM,4,0,,,,,,church,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/929,True
1439,Namhansanseong,Cultural,Asia and the Pacific,Republic of Korea,,,"Namhansanseong was designed as an emergency capital for the Joseon dynasty (1392–1910), in a mountainous site 25 km south-east of Seoul. Built and defended by Buddhist monk-soldiers, it could accommodate 4,000 people and fulfilled important administrative and military functions. Its earliest remains date from the 7th century, but it was rebuilt several times, notably in the early 17th century in anticipation of an attack from the Sino-Manchu Qing dynasty. The city embodies a synthesis of the defensive military engineering concepts of the period, based on Chinese and Japanese influences, and changes in the art of fortification following the introduction from the West of weapons using gunpowder. A city that has always been inhabited, and which was the provincial capital over a long period, it contains evidence of a variety of military, civil and religious buildings and has become a symbol of Korean sovereignty.",,(ii)(iv),MEDIUM,4,0,,,,,capital,base; capital,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1439,True
988,Catalan Romanesque Churches of the Vall de Boí,Cultural,Europe and North America,Spain,,,"The narrow Vall de Boí is situated in the high Pyrénées, in the Alta Ribagorça region and is surrounded by steep mountains. Each village in the valley contains a Romanesque church, and is surrounded by a pattern of enclosed fields. There are extensive seasonally-used grazing lands on the higher slopes.","Criterion (ii): The significant developments in Romanesque art and architecture in the churches of the Vall de Boí testify to profound cultural interchange across medieval Europe, and in particular across the mountain barrier of the Pyrenees.
Criterion (iv): The Churches of the Vall de Boí are an especially pure and consistent example of Romanesque art in a virtually untouched rural setting.",(ii)(iv),MEDIUM,4,0,,,,,,church,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/988,True
811,Old Town of Lijiang,Cultural,Asia and the Pacific,China,,,"The Old Town of Lijiang, which is perfectly adapted to the uneven topography of this key commercial and strategic site, has retained a historic townscape of high quality and authenticity. Its architecture is noteworthy for the blending of elements from several cultures that have come together over many centuries. Lijiang also possesses an ancient water-supply system of great complexity and ingenuity that still functions effectively today.","The Committee decided to inscribe this site on the basis of cultural criteria (ii), (iv) and (v). Lijiang is an exceptional ancient town set in a dramatic landscape which represents the harmonious fusion of different cultural traditions to produce an urban landscape of outstanding quality.",(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/811,True
976,Gyeongju Historic Areas,Cultural,Asia and the Pacific,Republic of Korea,,,"The Gyeongju Historic Areas contain a remarkable concentration of outstanding examples of Korean Buddhist art, in the form of sculptures, reliefs, pagodas, and the remains of temples and palaces from the flowering, in particular between the 7th and 10th centuries, of this form of unique artistic expression.","Criterion (ii) The Gyeongju Historic Areas contain a number of sites and monuments of exceptional significance in the development of Buddhist and secular architecture in Korea. Criterion (iii) The Korean peninsula was ruled for nearly a thousand years by the Silla dynasty, and the sites and monuments in and around Gyeongju (including the holy mountain of Namsan) bear outstanding testimony to its cultural achievements.",(ii)(iii),MEDIUM,4,0,,,,,,pagoda; palace; temple,,Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/976,True
960,Monastery of Geghard and the Upper Azat Valley,Cultural,Europe and North America,Armenia,,,"The monastery of Geghard contains a number of churches and tombs, most of them cut into the rock, which illustrate the very peak of Armenian medieval architecture. The complex of medieval buildings is set into a landscape of great natural beauty, surrounded by towering cliffs at the entrance to the Azat Valley.","Criterion (ii): The monastery of Geghard, with its remarkable rock-cut churches and tombs, is an exceptionally well preserved and complete example of medieval Armenian monastic architecture and decorative art, with many innovatory features which had a profound influence on subsequent developments in the region.",(ii),MEDIUM,4,0,,,,,rock cut,church; monastery; tomb; tower,,Criterion_ii; OUV_ArchElements,https://whc.unesco.org/en/list/960,True
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Cultural,Latin America and the Caribbean,Costa Rica,,,"The property includes four archaeological sites located in the Diquís Delta in southern Costa Rica, which are considered unique examples of the complex social, economic and political systems of the period AD 500–1500. They contain artificial mounds, paved areas, burial sites and, most significantly, a collection of stone spheres, between 0.7 m and 2.57 m in diameter, whose meaning, use and production remain largely a mystery. The spheres are distinctive for their perfection, number, size and density, and placement in original locations. Their preservation from the looting that befell the vast majority of archaeological sites in Costa Rica has been attributed to the thick layers of sediment that kept them buried for centuries.",,(iii),HIGH,4,0,,,,,,,stone,Title_Stone_Keyword,https://whc.unesco.org/en/list/1453,True
777,Monasteries of Haghpat and Sanahin,Cultural,Europe and North America,Armenia,,,"These two Byzantine monasteries in the Tumanian region from the period of prosperity during the Kiurikian dynasty (10th to 13th century) were important centres of learning. Sanahin was renown for its school of illuminators and calligraphers. The two monastic complexes represent the highest flowering of Armenian religious architecture, whose unique style developed from a blending of elements of Byzantine ecclesiastical architecture and the traditional vernacular architecture of the Caucasian region.",The Committee decided to inscribe the Monastery of Haghpat on the basis of cultural criteria (ii) and (iv) considering that it is of outstanding universal value and an exceptional example of ecclesiastical architecture that developed in Armenia in the 10th to 13th centuries which is unique by virtue of its blending of elements of both Byzantine church architecture and the traditional vernacular building style of this region.,(ii)(iv),MEDIUM,4,0,,,,,,church; monastery,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/777,True
816,Changdeokgung Palace Complex,Cultural,Asia and the Pacific,Republic of Korea,,,"In the early 15th century, the King Taejong ordered the construction of a new palace at an auspicious site. A Bureau of Palace Construction was set up to create the complex, consisting of a number of official and residential buildings set in a garden that was cleverly adapted to the uneven topography of the 58-ha site. The result is an exceptional example of Far Eastern palace architecture and design, blending harmoniously with the surrounding landscape.","The Committee decided to inscribe this property on the basis of criteria (ii), (iii) and (iv), considering that the Changdeogung Palace Complex is an outstanding example of Far Eastern palace architecture and garden design, exceptional for the way in which the buildings are integrated into and harmonized with the natural setting, adapting to the topography and retaining indigenous tree cover.",(ii)(iii)(iv),MEDIUM,4,0,,,,,,palace,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/816,True
784,Historic Centre of the City of Salzburg,Cultural,Europe and North America,Austria,,,"Salzburg has managed to preserve an extraordinarily rich urban fabric, developed over the period from the Middle Ages to the 19th century when it was a city-state ruled by a prince-archbishop. Its Flamboyant Gothic art attracted many craftsmen and artists before the city became even better known through the work of the Italian architects Vincenzo Scamozzi and Santini Solari, to whom the centre of Salzburg owes much of its Baroque appearance. This meeting-point of northern and southern Europe perhaps sparked the genius of Salzburg&rsquo;s most famous son, Wolfgang Amadeus Mozart, whose name has been associated with the city ever since.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (ii), (iv) and (vi) and considered that the site is of outstanding universal value being an important example of a European ecclesiastical city- state which preserves to a remarkable degree its dramatic townscape, its historically significant urban fabric and a large number of outstanding ecclesiastical and secular buildings from several centuries. It is also noteworthy for its associations with the arts, and in particular with music in the person of its famous son, Wolfgang Amadeus Mozart.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/784,True
526,Colonial City of Santo Domingo,Cultural,Latin America and the Caribbean,Dominican Republic,,,"After Christopher Columbus's arrival on the island in 1492, Santo Domingo became the site of the first cathedral, hospital, customs house and university in the Americas. This colonial town, founded in 1498, was laid out on a grid pattern that became the model for almost all town planners in the New World.",,(ii)(iv)(vi),MEDIUM,4,0,,,,,,cathedral,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/526,True
1678,Astronomical Observatories of Kazan Federal University,Cultural,Europe and North America,Russian Federation,,,"The property is comprised of two component parts: one in the historical centre of Kazan and the other in a forested suburban area west of the city. The Kazan City Astronomical Observatory, built in 1837, is located on the University campus and the building is characterized by a semi-circular façade and three towers with domes built to house astronomical instruments. The suburban Engelhardt Astronomical Observatory includes structures for sky observations and residential buildings, all located within a park. The observatories have been preserved complete with astronomical instruments and today perform mainly educational functions.",,(ii)(iv),MEDIUM,4,0,,,,,,dome; tower,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1678,True
495,"Strasbourg, Grande-Île and Neustadt",Cultural,Europe and North America,France,,,"The initial property, inscribed in 1988 on the World Heritage List, was formed by the Grande-Île, the historic centre of Strasbourg, structured around the cathedral. The extension concerns the Neustadt, new town, designed and built under the German administration (1871-1918). The Neustadt draws the inspiration for its urban layout partially from the Haussmannian model, while adopting an architectural idiom of Germanic inspiration. This dual influence has enabled the creation of an urban space that is specific to Strasbourg, where the perspectives created around the cathedral open to a unified landscape around the rivers and canals.",,(ii)(iv),MEDIUM,4,0,,,,,,cathedral,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/495,True
868,Routes of Santiago de Compostela in France,Cultural,Europe and North America,France,,,"Santiago de Compostela was the supreme goal for countless thousands of pious pilgrims who converged there from all over Europe throughout the Middle Ages. To reach Spain pilgrims had to pass through France, and the group of important historical monuments included in this inscription marks out the four routes by which they did so.","Criterion (ii): The Pilgrimage Route of Santiago de Compostela played a key role in religious and cultural exchange and development during the later Middle Ages, and this is admirably illustrated by the carefully selected monuments on the routes followed by pilgrims in France.
Criterion (iv): The spiritual and physical needs of pilgrims travelling to Santiago de Compostela were met by the development of a number of specialized types of edifice, many of which originated or were further developed on the French sections.
Criterion (vi): The Pilgrimage Route of Santiago de Compostela bears exceptional witness to the power and influence of Christian faith among people of all classes and countries in Europe during the Middle Ages.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/868,True
1031,Historic Centre of Guimarães and Couros Zone,Cultural,Europe and North America,Portugal,,,"The historic town of Guimarães is associated with the emergence of the Portuguese national identity in the 12th century. An exceptionally well-preserved and authentic example of the evolution of a medieval settlement into a modern town, its rich building typology exemplifies the specific development of Portuguese architecture from the 15th to 19th century through the consistent use of traditional building materials and techniques. The property includes two monastic complexes and an industrial area, the Couros Zone, which, like the local river, was named after the traditional craft of leather tanning. Evidence of the craft, though no longer practiced, persists in the form of tanneries, workers' houses and urban spaces from the 19th and early 20th centuries. The property bears witness to a thousand years of Portuguese urban, architectural and societal developments.",,(ii)(iii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1031,True
1387,University of Coimbra – Alta and Sofia,Cultural,Europe and North America,Portugal,,,"Situated on a hill overlooking the city, the University of Coimbra with its colleges grew and evolved over more than seven centuries within the old town. Notable university buildings include the 12th century Cathedral of Santa Cruz and a number of 16th century colleges,  the Royal Palace of Alcáçova, which has housed the University since 1537, the Joanine Library with its rich baroque decor, the 18th century Botanical Garden and University Press, as well as the large “University City” created during the 1940s. The University’s edifices became a reference in the development of other institutions of higher education in the Portuguese-speaking world where it also exerted a major influence on learning and literature. Coimbra offers an outstanding example of an integrated university city with a specific urban typology as well as its own ceremonial and cultural traditions that have been kept alive through the ages.",,(ii)(iv)(vi),MEDIUM,4,0,,,,,,cathedral; palace,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1387,True
857,"La Grand-Place, Brussels",Cultural,Europe and North America,Belgium,,,"La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre.","Criterion (ii): The Grand-Place is an outstanding example of the eclectic and highly successful blending of architectural and artistic styles that characterizes the culture and society of this region.
Criterion (iv): Through the nature and quality of its architecture and of its outstanding quality as a public open space, the Grand-Place illustrates in an exceptional way the evolution and achievements of a highly successful mercantile city of northern Europe at the height of its prosperity.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/857,True
1116,Quebrada de Humahuaca,Cultural,Latin America and the Caribbean,Argentina,,,"Quebrada de Humahuaca follows the line of a major cultural route, the Camino Inca, along the spectacular valley of the Rio Grande, from its source in the cold high desert plateau of the High Andean lands to its confluence with the Rio Leone some 150 km to the south. The valley shows substantial evidence of its use as a major trade route over the past 10,000 years. It features visible traces of prehistoric hunter-gatherer communities, of the Inca Empire (15th to 16th centuries) and of the fight for independence in the 19th and 20th centuries.","Criterion (ii): The Quebrada de Humahuaca valley has been used over the past 10,000 years as a crucial passage for the transport of people and ideas from the high Andean lands to the plains.
Criteria (iv) and (v): The Quebrada de Humahuaca valley reflects the way its strategic position has engendered settlement, agriculture and trade. Its distinctive pre-Hispanic and pre-Incan settlements, as a group with their associated field systems, form a dramatic addition to the landscape and one that can certainly be called outstanding.",(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1116,True
995,Jesuit Block and Estancias of Córdoba,Cultural,Latin America and the Caribbean,Argentina,,,"The Jesuit Block in Córdoba, heart of the former Jesuit Province of Paraguay, contains the core buildings of the Jesuit system: the university, the church and residence of the Society of Jesus, and the college. Along with the five estancias, or farming estates, they contain religious and secular buildings, which illustrate the unique religious, social, and economic experiment carried out in the world for a period of over 150 years in the 17th and 18th centuries.","Criterion (ii): The Jesuit buildings and ensembles of Córdoba and the estancias are exceptional examples of the fusion of European and indigenous values and cultures during a seminal period in South America.
Criterion (iv): The religious, social, and economic experiment carried out in South America for over 150 years by the Society of Jesus produced a unique form of material expression, which is illustrated by the Jesuit buildings and ensembles of Córdoba and the estancias.",(ii)(iv),MEDIUM,4,0,,,,,,church,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/995,True
785,Semmering Railway,Cultural,Europe and North America,Austria,,,"The Semmering Railway, built over 41 km of high mountains between 1848 and 1854, is one of the greatest feats of civil engineering from this pioneering phase of railway building. The high standard of the tunnels, viaducts and other works has ensured the continuous use of the line up to the present day. It runs through a spectacular mountain landscape and there are many fine buildings designed for leisure activities along the way, built when the area was opened up due to the advent of the railway.","Criterion (ii): The Semmering Railway represents an outstanding technological solution to a major physical problem in the construction of early railways.
Criterion (iv): With the construction of the Semmering Railway, areas of great natural beauty became more easily accessible and as a result these were developed for residential and recreational use, creating a new form of cultural landscape.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/785,True
993,Historic Centre of the Town of Goiás,Cultural,Latin America and the Caribbean,Brazil,,,"Goiás testifies to the occupation and colonization of the lands of central Brazil in the 18th and 19th centuries. The urban layout is an example of the organic development of a mining town, adapted to the conditions of the site. Although modest, both public and private architecture form a harmonious whole, thanks to the coherent use of local materials and vernacular techniques.","Criterion ii: In its layout and architecture the historic town of Goiás is an outstanding example of a European town admirably adapted to the climatic, geographical and cultural constraints of central South America.
Criterion iv: Goiás represents the evolution of a form of urban structure and architecture characteristic of the colonial settlement of South America, making full use of local materials and techniques and conserving its exceptional setting.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/993,True
624,Town of Bamberg,Cultural,Europe and North America,Germany,,,"From the 10th century onwards, this town became an important link with the Slav peoples, especially those of Poland and Pomerania. During its period of greatest prosperity, from the 12th century onwards, the architecture of Bamberg strongly influenced northern Germany and Hungary. In the late 18th century it was the centre of the Enlightenment in southern Germany, with eminent philosophers and writers such as Hegel and Hoffmann living there.",,(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/624,True
687,Völklingen Ironworks,Cultural,Europe and North America,Germany,,,"The ironworks, which cover some 6 ha, dominate the city of Völklingen. Although they have recently gone out of production, they are the only intact example, in the whole of western Europe and North America, of an integrated ironworks that was built and equipped in the 19th and 20th centuries and has remained intact.",,(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/687,True
896,"Museumsinsel (Museum Island), Berlin",Cultural,Europe and North America,Germany,,,"The museum as a social phenomenon owes its origins to the Age of Enlightenment in the 18th century. The five museums on the Museumsinsel in Berlin, built between 1824 and 1930, are the realization of a visionary project and show the evolution of approaches to museum design over the course of the 20th century. Each museum was designed so as to establish an organic connection with the art it houses. The importance of the museum's collections &ndash; which trace the development of civilizations throughout the ages &ndash; is enhanced by the urban and architectural quality of the buildings.","Criterion (ii): The Berlin Museumsinsel is a unique ensemble of museum buildings which illustrates the evolution of modern museum design over more than a century.
Criterion (iv): The art museum is a social phenomenon that owes its origins to the Age of Enlightenment and its extension to all people to the French Revolution. The Museumsinsel is the most outstanding example of this concept given material form and a symbolic central urban setting.",(ii)(iv),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/896,True
897,Wartburg Castle,Cultural,Europe and North America,Germany,,,"Wartburg Castle blends superbly into its forest surroundings and is in many ways 'the ideal castle'. Although it has retained some original sections from the feudal period, the form it acquired during the 19th-century reconstitution gives a good idea of what this fortress might have been at the height of its military and seigneurial power. It was during his exile at Wartburg Castle that Martin Luther translated the New Testament into German.","Criterion (iii): The Castle of Wartburg is an outstanding monument of the feudal period in central Europe.
Criterion (vi): The Castle of Wartburg is rich in cultural associations, most notably its role as the place of exile of Martin Luther, who composed his German translation of the New Testament there. It is also a powerful symbol of German integration and unity.",(iii)(vi),HIGH,4,0,,,,,,castle; fortress,castle,Title_Stone_Keyword,https://whc.unesco.org/en/list/897,True
863,Historic Centre of Santa Ana de los Ríos de Cuenca,Cultural,Latin America and the Caribbean,Ecuador,,,"Santa Ana de los Ríos de Cuenca is set in a valley surrounded by the Andean mountains in the south of Ecuador. This inland colonial town (entroterra ), now the country's third city, was founded in 1557 on the rigorous planning guidelines issued 30 years earlier by the Spanish king Charles V. Cuenca still observes the formal orthogonal town plan that it has respected for 400 years. One of the region's agricultural and administrative centres, it has been a melting pot for local and immigrant populations. Cuenca's architecture, much of which dates from the 18th century, was 'modernized' in the economic prosperity of the 19th century as the city became a major exporter of quinine, straw hats and other products.",Criterion (ii): Cuenca illustrates the successful implantation of the principles of Renaissance urban planning in the Americas. Criterion (iv): The successful fusion of different societies and cultures in Latin America is vividly symbolized by the layout and townscape of Cuenca. Criterion (v): Cuenca is an outstanding example of a planned inland Spanish colonial city.,(ii)(iv)(v),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/863,True
429,New Lanark,Cultural,Europe and North America,United Kingdom of Great Britain and Northern Ireland,,,"New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious and well-designed workers' housing, and the dignified educational institute and school still testify to Owen's humanism.","Criterion (ii): When Richard Arkwright&rsquo;s new factory system for textile production was brought to New Lanark the need to provide housing and other facilities to the workers and managers was recognized. It was there that Robert Owen created a model for industrial communities that was to spread across the world in the 19th and 20th centuries.
Criterion (iv): New Lanark saw the construction not only of well designed and equipped workers&rsquo; housing but also public buildings designed to improve their spiritual as well as their physical needs.
Criterion (vi): The name of New Lanark is synonymous with that of Robert Owen and his social philosophy in matters such as progressive education, factory reform, humane working practices, international cooperation, and garden cities, which was to have a profound influence on social developments throughout the 19th century and beyond.",(ii)(iv)(vi),MEDIUM,4,0,,,,,,,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/429,True
1066,Upper Middle Rhine Valley,Cultural,Europe and North America,Germany,,,"The 65km-stretch of the Middle Rhine Valley, with its castles, historic towns and vineyards, graphically illustrates the long history of human involvement with a dramatic and varied natural landscape. It is intimately associated with history and legend and for centuries has exercised a powerful influence on writers, artists and composers.","Criterion (ii): As one of the most important transport routes in Europe, the Middle Rhine Valley has for two millennia facilitated the exchange of culture between the Mediterranean region and the north.
Criterion (iv): The Middle Rhine Valley is an outstanding organic cultural landscape, the present-day character of which is determined both by its geomorphological and geological setting and by the human interventions, such as settlements, transport infrastructure, and land-use, that it has undergone over two thousand years.
Criterion (v): The Middle Rhine Valley is an outstanding example of an evolving traditional way of life and means of communication in a narrow river valley. The terracing of its steep slopes in particular has shaped the landscape in many ways for more than two millennia. However, this form of land-use is under threat from the socio-economic pressures of the present day.",(ii)(iv)(v),MEDIUM,4,0,,,,,,castle,,Criterion_iv; Criterion_ii,https://whc.unesco.org/en/list/1066,True
