Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Rock Class,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1066,Upper Middle Rhine Valley,Germany,"Building, Monument, Plan, Structure, Traditional; Castle, Fort, Fortress, Gate, Terrace; nan",Internal (DS/OUV),,"Over 2,000 years (fortresses/castles erected over ~1,000 years)",Internal (DS/OUV),,Western European / Roman & Medieval Germanic settlements,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Slate, Sandstone",Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Clay-slates,Internal (DS/OUV),,,,,"Clay-slates, hard sandstone, slate",Internal (DS/OUV),,,,,Rhenish Slate Mountains,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local (River cut through regional Rhenish Slate formations),Internal (DS/OUV),,,,,"Castles, fortresses, town walls, vineyard terracing, building construction",Internal (DS/OUV),,,,,"Terracing, hillside fortification masonry",Internal (DS/OUV),,,,,,,,19th-century Romantic movement restorations/reconstructions,Internal (DS/OUV),,Good,,,No,,,,Tier 9: Unflagged,
1111,Cultural Landscape of Honghe Hani Rice Terraces,China,"Traditional, Vernacular; nan",Internal (DS/OUV),,"Over the past 1,300 years (at least a millennium)",Internal (DS/OUV),,Hani People,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,"Sandstone, Granite, Adobe",Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Earth and Stone (mixed masonry),Internal (DS/OUV),,,,,,,,,,,Ailao Mountains / Mountainous terrain,Internal (DS/OUV),,Red (referring to red rice soil/earth); specific stone colors NA,Internal (DS/OUV),,,,,,,,,,,China,,,Local (sourced beneath and within the Ailao Mountains),Internal (DS/OUV),,,,,"Terraces, wall construction, base backdrop for water entrapment/springs, and house walls",Internal (DS/OUV),,,,,Earth and stone walls; rammed earth; adobe bricks,Internal (DS/OUV),,Landslides (due to 25% average slopes),Internal (DS/OUV),,Concrete bricks (replacing traditional adobe/stone materials),Internal (DS/OUV),,"Guidelines for Conservation, Renovation and Environmental Treatment of Traditional Hani Residences",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
883,Fuerte de Samaipata,Bolivia (Plurinational State of),"Urban settlement, ceremonial centre, administrative/residential district; nan",Internal (DS/OUV),,AD 300 to 16th Century,Internal (DS/OUV),,"Mojocoyas culture, Inca, Spanish Colonial",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,red,Internal (DS/OUV),,,,,,,,,,,,,,Local (Carved directly into the rock outcrop/hill),Internal (DS/OUV),,,,,"Base, Wall, Public Buildings, Temples, Terraces, Platform, Courtyard",Internal (DS/OUV),,"Relief carvings (felines, parallel channels/zigzag ""El Dorso de la Serpiente"", geometric shapes, niches, canals)",Internal (DS/OUV),,"High-relief carving on live rock, dry stone masonry (lower walls of Casa Colonial & Inca walls)",Internal (DS/OUV),,"Environmental factors, natural degradation, weathering",Internal (DS/OUV),,,,,Systematic restoration of archaeological warehouses & rock surface treatment definition,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
1465,"Champagne Hillsides, Houses and Cellars",France,"Prestigious architecture, town planning, functional / showcase spaces, underground cellars, vendangeoirs (grape pressing sites), and historic houses.; nan",Internal (DS/OUV),,Early 17th century to 19th century (industrialization); 18th & 19th centuries expansion.,Internal (DS/OUV),,French / European (Franco-German influences).,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Chalk,Chalk,Chalk,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Chalk / Chalky substratum,Internal (DS/OUV),,,,,,,,,,,,,,,,,Underground chalk quarries (Gallo-Roman and medieval chalk quarries in Reims).,Internal (DS/OUV),,France,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Underground cellars, networks, and subterranean production spaces hollowed directly out of the chalk substratum.",Internal (DS/OUV),,Architectural decor and furniture in Champagne Houses.,Internal (DS/OUV),,Quarry-cellar digging / hollowing out soft chalk substratum.,Internal (DS/OUV),,,,,,,,Saint-Nicaise Hill restored after First World War bombardments.,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1003,Longmen Grottoes,China,"Layout, Plan, Tang Dynasty, Traditional; nan",Internal (DS/OUV),,Late 5th century to mid-8th century (Late Northern Wei & Tang Dynasties),Internal (DS/OUV),,Late Northern Wei Dynasty and Tang Dynasty,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Limestone,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Carved directly into steep limestone cliffs on-site),Internal (DS/OUV),,,,,"Rock-cut caves, niches, and stupas carved into steep cliffs",Internal (DS/OUV),,"Relief carvings, stone statues, steles, and inscriptions",Internal (DS/OUV),,Stone carving / Rock-cut architecture,Internal (DS/OUV),,,,,,,,"Environmental monitoring, conservation materials, and deterioration control measures under ""The Conservation Plan of the Longmen Grottoes""",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1442,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,"China,Kazakhstan,Kyrgyzstan","Capital cities, palace complexes, Buddhist cave temples, posthouses, passes, beacon towers, sections of the Great Wall, fortifications, tombs, stupas/pagodas, caravanserai, semi-underground buildings; nan",Internal (DS/OUV),,2nd century BC to 16th century AD (flourished 6th to 14th century AD),Internal (DS/OUV),,"Han and Tang Dynasties (China), Sogdians, Turks, Khan Kingdoms, Zhetysu region empires",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Loess; unbaked/exposed mud brick (in Zhetysu region),Loess,Loess,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,Loess,,,,,,Quaternary (Loess Plateau deposits),Internal (DS/OUV),,,,,,,,"Fine-grained, wind-blown silt (Loess)",Internal (DS/OUV),,,,,,,,"China, Kazakhstan, Kyrgyzstan",Internal (DS/OUV),,"Local (Loess plateau soils, clay/mud bricks sourced on-site)",Internal (DS/OUV),,,,,"Earthen walls, subterranean structures, cave temple excavations, beacon towers, earthen fortifications, foundations",Internal (DS/OUV),,Relief carvings and statues in Buddhist cave temples,Internal (DS/OUV),,"Rammed earth (hangtu), carved cave-temple rock-cut masonry, unbaked mud-brick masonry",Internal (DS/OUV),,"High vulnerability to water/wind erosion, severe atmospheric deterioration on exposed earth/brick structures",Internal (DS/OUV),,,,,Backfilling and earth covering of exposed brick structures (Zhetysu region); traditional-style screen wall interventions,Internal (DS/OUV),,Poor,,,Yes,,,,Tier 9: Unflagged,
1226,Stone Circles of Senegambia,"Gambia,Senegal","Building, Construction, Monument, Monumental, Plan, Traditional (Pillar); nan",Internal (DS/OUV),,3rd century BC to 16th century AD (burials dating between 1st and 2nd millennia AD / 927–1305 AD),Internal (DS/OUV),,"Prosperous, highly organized, and lasting West African society",Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Laterite,Laterite,Laterite,Sedimentary,Internal (DS/OUV),,,,,,,,,,"Laterite pillars / monoliths (cylindrical or polygonal, finely carved)",Internal (DS/OUV),,,,,,,,,,,"Finely carved, cylindrical or polygonal pillars",Internal (DS/OUV),,,,,Quarry located ~1 km east of Sine Ngayene (sources of around 150 stones traced),Internal (DS/OUV),,Senegal,Internal (DS/OUV),,Local (extracted from nearby quarries),Internal (DS/OUV),,~1 km (from nearby quarries),Internal (DS/OUV),,"Standing monoliths, pillars, circles, bifid/lyre frontal stones",Internal (DS/OUV),,Individual stones finely carved; ornamentation/cross-pieces,Internal (DS/OUV),,"Extracted using iron tools, skilfully shaped into cylindrical or polygonal pillars",Internal (DS/OUV),,Minimal disturbances; minimal human or natural interventions noted,Internal (DS/OUV),,,,,Excavated sites subsequently back-filled; minimal disturbance,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
32,Wieliczka and Bochnia Royal Salt Mines,Poland,"Monument, Plan, Structure; nan",Internal (DS/OUV),,13th century to 20th century,Internal (DS/OUV),,Medieval to Modern Polish / European Industrial,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Rock Salt,Rock Salt,Rock Salt,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,Halite (Rock Salt),Internal (DS/OUV),,In-situ underground deposit (Wieliczka and Bochnia deposit),Internal (DS/OUV),,Poland,Internal (DS/OUV),,Local (Extracted directly on site),Internal (DS/OUV),,,,,"Underground galleries, shafts, chapels, workshops, storehouses, Saltworks Castle",Internal (DS/OUV),,"Altars, statues, and decorative elements sculpted directly into rock salt",Internal (DS/OUV),,Rock-cut subterranean excavation and salt sculpting,Internal (DS/OUV),,,,,,,,Long-term programme of stabilization of abandoned galleries and targeted gallery conservation,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
353,Chaco Culture,United States of America,"Multi-storey ""great houses"", public and ceremonial buildings, kivas; nan",Internal (DS/OUV),,Mid-9th to early 13th centuries (Height: ~1020–1110),Internal (DS/OUV),,Pre-Columbian / Ancestral Pueblo (Chacoan society),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walls standing more than five storeys tall,Internal (DS/OUV),,,,,Coursemasonry with sandstone and mud mortar,Internal (DS/OUV),,,,,,,,"Partial site reburial, fencing, patrolling, and stabilization",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
398,Castel del Monte,Italy,"Medieval military architecture (a blend of classical antiquity, Islamic Orient, and north European Cistercian Gothic).; nan",Internal (DS/OUV),,Completed in 1240 (13th century).,Internal (DS/OUV),,Holy Roman Empire / Germanic Emperor (Emperor Frederick II of Hohenstaufen).,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,"Limestone, Marble.",Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Mosaic interior decorative elements (materials decayed/removed).,Internal (DS/OUV),,,,,"Limestone (exterior blocks), Marble (interior elements).",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exterior block construction (limestone), octagonal towers, walls, octagonal plan.",Internal (DS/OUV),,"Interior decorative elements, floorings/walls (marble and mosaic).",Internal (DS/OUV),,Exterior limestone block masonry construction.,Internal (DS/OUV),,Degradation and removal/decay of interior marble and mosaic decorations.,Internal (DS/OUV),,,,,Good quality conservation work consistent with Italian standards carried out since 1878.,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1426,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,"Monument, Design, Plan, Cave/Subterranean Space; nan",Internal (DS/OUV),,"Aurignacian period (30,000–32,000 BP / Palaeolithic)",Internal (DS/OUV),,Aurignacian people (Early Upper Palaeolithic),Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Limestone,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,France,,,Local (In-situ natural cave formed within the local limestone plateau),Internal (DS/OUV),,,,,"Natural cavern walls, floor, and limestone plateau structure housing the drawings",Internal (DS/OUV),,"Rock art, drawings, and engravings on cave walls",Internal (DS/OUV),,,,,"Rockfall (~20,000 years BP sealed the cave); humidity/air composition variations identified as key threats",Internal (DS/OUV),,,,,Non-intervention policy inside the original cave; stainless steel bridging installed to prevent floor damage; full facsimile reconstruction created offsite (Espace de Restitution),Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
772,Fertö / Neusiedlersee Cultural Landscape,"Austria,Hungary","Rural architecture, 18th- and 19th-century palaces, vernacular architecture, domestic buildings, fortifications, settlements, urban architecture; nan",Internal (DS/OUV),,"16th century (refortification), 17th–19th centuries (domestic buildings and palaces), 12th–13th centuries (village networks), medieval times",Internal (DS/OUV),,"Hallstatt culture (Early Iron Age), Roman, Medieval Hungarian/European, Tatar, Turkish",Internal (DS/OUV),,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Limestone,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,Leitha limestone,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,Quarried near the lake,Internal (DS/OUV),,Austria / Hungary (Local region near Fertö/Neusiedlersee),Internal (DS/OUV),,Local,Internal (DS/OUV),,"Local settlements, Sopron, and Vienna",Internal (DS/OUV),,"Building stone for settlements, palaces, domestic buildings, fortifications, and walls",Internal (DS/OUV),,,,,Traditional building / vernacular construction,Internal (DS/OUV),,,,,,,,Erection and adaptation of domestic buildings; protection of historic areas,Internal (DS/OUV),,,,,Yes,,,,Tier 9: Unflagged,
975,Zollverein Coal Mine Industrial Complex in Essen,Germany,"Modern Movement, Expressionism, Cubism, Functionalism, Bauhaus; nan",Internal (DS/OUV),,"19th and 20th centuries (specifically between the two World Wars / ""Roaring Twenties"")",Internal (DS/OUV),,European primary heavy industry / Modern Industrial era,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,coal mentioned but not as building stone,coal mentioned but not as building stone,Coal,Sedimentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Tier 9: Unflagged,
1099,Mapungubwe Cultural Landscape,South Africa,"Palace sites, capital sites, satellite settlements; nan",Internal (DS/OUV),,AD 900–1300 (abandoned 14th century AD),Internal (DS/OUV),,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,coal,coal,Coal,Sedimentary,,,,,,,,,,,,,,,,,Geo-morphological formations of Limpopo/Shashe confluence,Internal (DS/OUV),,,,,,,,"Coal, Diamond, Gold",Internal (DS/OUV),,,,,,,,,,,,,,Remains of palace sites and capital settlements,Internal (DS/OUV),,"Gold, ivory, Chinese porcelain, Persian glass beads (Artifacts/Trade items)",Internal (DS/OUV),,,,,"Climatic forces, erosion of old excavations",Internal (DS/OUV),,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
803,Las Médulas,Spain,"Indigenous, Vernacular, Monument; nan",Internal (DS/OUV),,1st century AD to early 3rd century AD (Roman Imperial period),Internal (DS/OUV),,Roman Imperial,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Conglomerate (Auriferous conglomerate),Conglomerate (Auriferous conglomerate),Conglomerate,Sedimentary,Internal (DS/OUV),,,,,,,,,,Auriferous / Friable conglomerate,Internal (DS/OUV),,,,,Sterile strata / Auriferous conglomerate layers,Internal (DS/OUV),,,,,Friable,Internal (DS/OUV),,Gold (auriferous deposits),Internal (DS/OUV),,In-situ mining site (Las Médulas main pit / La Frisga pit),Internal (DS/OUV),,Spain,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Foundation, Hydraulic canals / gravity canals, dams, galleries, conduits",Internal (DS/OUV),,,,,"Cut/carved gravity canals, hydraulic mining (ruina montium)",Internal (DS/OUV),,,,,,,,Short sections of water channels cleared; site conserved organically as a natural/historic monument,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
27,Mesa Verde National Park,United States of America,"Cliff dwellings, mesa-top villages, pit-house settlements, masonry-walled villages; nan",Internal (DS/OUV),,6th to the 12th century (c. 450 to 1300),Internal (DS/OUV),,Ancestral Pueblo Indian / Native American,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (alcove/mesa plateau setting),Internal (DS/OUV),,,,,"Built of sandstone and mud mortar (multi-storey cliff dwellings, rooms, towers, balconies, walls)",Internal (DS/OUV),,Rock art,Internal (DS/OUV),,"Sandstone and mud mortar masonry, masonry-walled structures",Internal (DS/OUV),,Erosion following wildland fires,Internal (DS/OUV),,,Internal (DS/OUV),,"Stabilized, routine monitoring, condition assessment, and preservation treatment",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
666,"Lumbini, the Birthplace of the Lord Buddha",Nepal,"Monument, Plan, Structure; temples; nan",Internal (DS/OUV),,3rd century BC to the present century (Maya Devi Temple / Brick structures); 3rd century BC to 5th century AD (Viharas); 3rd century BC to 15th century AD (Stupas); 249 BC (Asoka Pillar),Internal (DS/OUV),,Mauryan / Ancient & Medieval Indian–Nepalese Buddhist,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Brick (Ceramic/burnt clay masonry),Internal (DS/OUV),,,,,Sandstone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandstone Ashoka pillar; Brick cross-wall system in Maya Devi Temple; Monasteries (Viharas); Stupas (Shrines),Internal (DS/OUV),,Brahmi Pali Inscription on Ashoka Pillar,Internal (DS/OUV),,Cross-wall system (Brick),Internal (DS/OUV),,"Natural degradation, impact of humidity",Internal (DS/OUV),,,,,"Active conservation, monitoring, series of excavations since 1896 discovery",Internal (DS/OUV),,Excellent,,,No,,,,Tier 9: Unflagged,
310,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,Cave art; nan,Internal (DS/OUV),,"Upper Palaeolithic (35,000 – 11,000 BP / BC)",Internal (DS/OUV),,Aurignacian to Magdalenian period (Homo sapiens / Upper Palaeolithic Hunter-gatherers),Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Flint (used as a tool),Flint (used as a tool),Flint,Sedimentary,,,,,,,,,,,Karst caves / limestone cavities (implied by karst environment),Internal (DS/OUV),,Upper Palaeolithic (Quaternary),Internal (DS/OUV),,,,,,,,,,,"Iron oxides, Manganese oxides",,,Direct originating from the immediate environment,Internal (DS/OUV),,Spain,Internal (DS/OUV),,Local (materials directly originating from the immediate environment),Internal (DS/OUV),,,,,"Ceiling, Foundation, Gallery, Wall",Internal (DS/OUV),,"Rock / Cave Art (painting, engraving, carving, sculpture)",Internal (DS/OUV),,,,,"Natural causes, water run-off, external climatic influences, microbiological activities",Internal (DS/OUV),,,,,No restoration has ever been carried out on Palaeolithic works of art,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
840,Viñales Valley,Cuba,"Colonial architecture, Vernacular architecture; nan",Internal (DS/OUV),,Colonised at the beginning of the 19th century,Internal (DS/OUV),,"Multi-ethnic / Multi-cultural society (Synthesis of indigenous peoples, Spanish conquerors, and African slaves)",Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Limestone,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Karst / Limestone mogotes,Internal (DS/OUV),,,,,Sierra de los Organos,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local and natural materials,Internal (DS/OUV),,,,,"Homes, family farms, tobacco drying barns / sheds, single-storey wooden houses",Internal (DS/OUV),,,,,Vernacular / Wood construction,Internal (DS/OUV),,Karst weathering / Hurricanes / Natural disasters,Internal (DS/OUV),,,,,,,,Good,,,Yes,,,,Tier 9: Unflagged,
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,"Settlement structures, artificial mounds, paved areas, burial sites, linear arrangements, stone spheres, residential areas, subordinate/principal centres; nan",Internal (DS/OUV),,AD 500–1500 (Precolumbian period),Internal (DS/OUV),,Precolumbian hierarchical chiefdom societies (Diquís Delta chiefdoms),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,Limestone (specifically noted at Grijalba-2 site; Stone Spheres,Limestone (specifically noted at Grijalba-2 site,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mounds, paved areas, residential areas, subordinate centre structures, linear arrangements",Internal (DS/OUV),,"Stone spheres (placed in original positions, linear arrangements, or residential areas as artistic/symbolic/power markers)",Internal (DS/OUV),,Spherical stone crafting/sculpting (0.7 m to 2.57 m diameter); paved areas,Internal (DS/OUV),,,,,,,,Reburied excavation pits following recording; re-presentation/indication needed for relocated spheres,Internal (DS/OUV),,Moderate,,,Yes,,,,Tier 9: Unflagged,
1370,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,"Underground chambers / artificial cave complexes (cisterns, oil presses, baths, columbaria, stables, hideaways, tombs, places of worship); nan",Internal (DS/OUV),,"8th century BCE (Iron Age) to the Crusades (spanning ~2,000 years)",Internal (DS/OUV),,"Judean / Hellenistic, Roman, Byzantine, and Crusader cultures",Internal (DS/OUV),,,Internal (DS/OUV),,Chalk,Chalk,Chalk,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Thick and homogeneous soft chalk,Internal (DS/OUV),,Lower Judea formation (Sub-strata),Internal (DS/OUV),,,,,,,,"Homogeneous, soft",Internal (DS/OUV),,,,,Excavated / quarried directly in-situ underneath the ancient towns,Internal (DS/OUV),,Israel,Internal (DS/OUV),,Local (Subsurface bedrock),Internal (DS/OUV),,,,,"Subterranean chamber walls, vaulted arches, supporting pillars, underground channels",Internal (DS/OUV),,,,,Rock-cut / Hand-carved underground excavation,Internal (DS/OUV),,Risk of water infiltration leading to potential vault collapse; rock instability,Internal (DS/OUV),,,,,"Policy of low-key restoration, avoiding over-interpretation/reconstruction; technical consolidation of cave walls and vaults",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
